Ensembl.Gene.ID	Paralogs.Number
ENSDARG00000001771	21
ENSDARG00000001776	3
ENSDARG00000001781	19
ENSDARG00000001782	11
ENSDARG00000001785	12
ENSDARG00000001803	30
ENSDARG00000001804	1
ENSDARG00000001807	13
ENSDARG00000001817	2
ENSDARG00000001818	25
ENSDARG00000001835	13
ENSDARG00000001857	2
ENSDARG00000001859	20
ENSDARG00000001870	8
ENSDARG00000001879	4
ENSDARG00000001880	10
ENSDARG00000001881	6
ENSDARG00000001882	8
ENSDARG00000001888	5
ENSDARG00000001889	11
ENSDARG00000001890	1
ENSDARG00000001891	2
ENSDARG00000001897	3
ENSDARG00000001898	1
ENSDARG00000001906	82
ENSDARG00000001909	13
ENSDARG00000001910	15
ENSDARG00000001912	30
ENSDARG00000001913	4
ENSDARG00000001930	19
ENSDARG00000001933	4
ENSDARG00000001937	12
ENSDARG00000001939	3
ENSDARG00000001940	1
ENSDARG00000001950	3
ENSDARG00000001953	6
ENSDARG00000001968	4
ENSDARG00000001969	3
ENSDARG00000001971	1
ENSDARG00000001975	6
ENSDARG00000001976	1
ENSDARG00000001993	21
ENSDARG00000001994	3
ENSDARG00000001999	16
ENSDARG00000002002	6
ENSDARG00000002006	17
ENSDARG00000002013	6
ENSDARG00000002016	8
ENSDARG00000002020	1
ENSDARG00000002021	3
ENSDARG00000002026	7
ENSDARG00000002031	6
ENSDARG00000002037	6
ENSDARG00000002060	1
ENSDARG00000002071	2
ENSDARG00000002082	4
ENSDARG00000002084	15
ENSDARG00000002097	3
ENSDARG00000002127	4
ENSDARG00000002128	1
ENSDARG00000002131	8
ENSDARG00000002165	2
ENSDARG00000002167	6
ENSDARG00000002168	4
ENSDARG00000002172	19
ENSDARG00000002190	2
ENSDARG00000002192	20
ENSDARG00000002193	38
ENSDARG00000002194	6
ENSDARG00000002196	10
ENSDARG00000002197	3
ENSDARG00000002210	5
ENSDARG00000002213	4
ENSDARG00000002215	1
ENSDARG00000002216	17
ENSDARG00000002217	1
ENSDARG00000002219	4
ENSDARG00000002230	6
ENSDARG00000002231	14
ENSDARG00000002235	16
ENSDARG00000002240	2
ENSDARG00000002241	17
ENSDARG00000002249	13
ENSDARG00000002255	19
ENSDARG00000002259	17
ENSDARG00000002271	4
ENSDARG00000002285	4
ENSDARG00000002293	18
ENSDARG00000002295	23
ENSDARG00000002299	9
ENSDARG00000002300	8
ENSDARG00000002305	3
ENSDARG00000002311	16
ENSDARG00000002330	19
ENSDARG00000002332	2
ENSDARG00000002333	3
ENSDARG00000002336	17
ENSDARG00000002344	10
ENSDARG00000002347	11
ENSDARG00000002353	3
ENSDARG00000002362	7
ENSDARG00000002365	8
ENSDARG00000002369	3
ENSDARG00000002377	1
ENSDARG00000002391	1
ENSDARG00000002394	27
ENSDARG00000002396	8
ENSDARG00000002401	2
ENSDARG00000002405	26
ENSDARG00000002411	12
ENSDARG00000002445	2
ENSDARG00000002463	2
ENSDARG00000002467	20
ENSDARG00000002479	2
ENSDARG00000002483	18
ENSDARG00000002494	12
ENSDARG00000002507	21
ENSDARG00000002508	3
ENSDARG00000002509	10
ENSDARG00000002510	16
ENSDARG00000002533	10
ENSDARG00000002536	4
ENSDARG00000002538	4
ENSDARG00000002546	5
ENSDARG00000002549	1
ENSDARG00000002552	6
ENSDARG00000002564	5
ENSDARG00000002571	7
ENSDARG00000002576	17
ENSDARG00000002582	17
ENSDARG00000002587	7
ENSDARG00000002589	9
ENSDARG00000002593	5
ENSDARG00000002597	15
ENSDARG00000002600	7
ENSDARG00000002601	12
ENSDARG00000002607	19
ENSDARG00000002609	5
ENSDARG00000002632	14
ENSDARG00000002634	8
ENSDARG00000002635	2
ENSDARG00000002642	9
ENSDARG00000002644	15
ENSDARG00000002656	4
ENSDARG00000002659	4
ENSDARG00000002663	1
ENSDARG00000002666	30
ENSDARG00000002682	2
ENSDARG00000002696	10
ENSDARG00000002701	10
ENSDARG00000002707	2
ENSDARG00000002722	5
ENSDARG00000002728	25
ENSDARG00000002731	2
ENSDARG00000002732	7
ENSDARG00000002745	1
ENSDARG00000002748	11
ENSDARG00000002750	2
ENSDARG00000002754	1
ENSDARG00000002758	1
ENSDARG00000002760	18
ENSDARG00000002768	8
ENSDARG00000002771	13
ENSDARG00000002773	30
ENSDARG00000002779	27
ENSDARG00000002787	6
ENSDARG00000002790	7
ENSDARG00000002791	8
ENSDARG00000002792	1
ENSDARG00000002794	10
ENSDARG00000002795	8
ENSDARG00000002797	11
ENSDARG00000002816	14
ENSDARG00000002826	1
ENSDARG00000002830	1
ENSDARG00000002831	23
ENSDARG00000002840	6
ENSDARG00000002847	2
ENSDARG00000002872	9
ENSDARG00000002877	15
ENSDARG00000002880	1
ENSDARG00000002897	2
ENSDARG00000002909	4
ENSDARG00000002912	6
ENSDARG00000002916	1
ENSDARG00000002917	4
ENSDARG00000002933	27
ENSDARG00000002937	8
ENSDARG00000002945	20
ENSDARG00000002947	5
ENSDARG00000002952	22
ENSDARG00000002956	21
ENSDARG00000002959	14
ENSDARG00000002967	1
ENSDARG00000002968	6
ENSDARG00000002970	1
ENSDARG00000002971	6
ENSDARG00000002988	7
ENSDARG00000002991	1
ENSDARG00000002994	4
ENSDARG00000003008	18
ENSDARG00000003017	3
ENSDARG00000003020	25
ENSDARG00000003021	2
ENSDARG00000003022	6
ENSDARG00000003032	4
ENSDARG00000003035	5
ENSDARG00000003041	4
ENSDARG00000003046	7
ENSDARG00000003054	30
ENSDARG00000003061	10
ENSDARG00000003068	2
ENSDARG00000003077	7
ENSDARG00000003081	18
ENSDARG00000003084	3
ENSDARG00000003085	2
ENSDARG00000003087	2
ENSDARG00000003090	51
ENSDARG00000003091	3
ENSDARG00000003098	5
ENSDARG00000003109	3
ENSDARG00000003127	1
ENSDARG00000003142	3
ENSDARG00000003144	2
ENSDARG00000003145	9
ENSDARG00000003146	19
ENSDARG00000003165	17
ENSDARG00000003169	8
ENSDARG00000003175	1
ENSDARG00000003181	19
ENSDARG00000003193	4
ENSDARG00000003197	1
ENSDARG00000003200	8
ENSDARG00000003203	6
ENSDARG00000003206	3
ENSDARG00000003209	26
ENSDARG00000003210	16
ENSDARG00000003213	1
ENSDARG00000003216	14
ENSDARG00000003219	4
ENSDARG00000003229	7
ENSDARG00000003244	7
ENSDARG00000003250	9
ENSDARG00000003251	11
ENSDARG00000003257	18
ENSDARG00000003259	14
ENSDARG00000003269	11
ENSDARG00000003287	1
ENSDARG00000003290	3
ENSDARG00000003293	23
ENSDARG00000003303	3
ENSDARG00000003311	3
ENSDARG00000003313	6
ENSDARG00000003326	11
ENSDARG00000003344	11
ENSDARG00000003375	10
ENSDARG00000003380	4
ENSDARG00000003381	11
ENSDARG00000003383	5
ENSDARG00000003395	23
ENSDARG00000003398	2
ENSDARG00000003399	5
ENSDARG00000003403	11
ENSDARG00000003411	23
ENSDARG00000003414	2
ENSDARG00000003420	18
ENSDARG00000003421	3
ENSDARG00000003429	9
ENSDARG00000003444	11
ENSDARG00000003449	11
ENSDARG00000003469	11
ENSDARG00000003475	19
ENSDARG00000003486	4
ENSDARG00000003495	16
ENSDARG00000003512	6
ENSDARG00000003517	1
ENSDARG00000003519	1
ENSDARG00000003520	9
ENSDARG00000003523	6
ENSDARG00000003531	2
ENSDARG00000003533	21
ENSDARG00000003544	5
ENSDARG00000003553	12
ENSDARG00000003570	3
ENSDARG00000003576	19
ENSDARG00000003607	17
ENSDARG00000003615	11
ENSDARG00000003616	4
ENSDARG00000003631	18
ENSDARG00000003632	4
ENSDARG00000003635	3
ENSDARG00000003655	1
ENSDARG00000003680	3
ENSDARG00000003684	17
ENSDARG00000003695	3
ENSDARG00000003697	12
ENSDARG00000003699	1
ENSDARG00000003701	27
ENSDARG00000003705	1
ENSDARG00000003706	8
ENSDARG00000003732	5
ENSDARG00000003749	4
ENSDARG00000003751	15
ENSDARG00000003754	18
ENSDARG00000003757	1
ENSDARG00000003769	1
ENSDARG00000003776	11
ENSDARG00000003779	10
ENSDARG00000003789	16
ENSDARG00000003795	1
ENSDARG00000003797	7
ENSDARG00000003803	19
ENSDARG00000003808	5
ENSDARG00000003811	14
ENSDARG00000003818	4
ENSDARG00000003820	15
ENSDARG00000003822	3
ENSDARG00000003827	1
ENSDARG00000003829	11
ENSDARG00000003835	6
ENSDARG00000003845	3
ENSDARG00000003854	6
ENSDARG00000003860	4
ENSDARG00000003865	3
ENSDARG00000003866	4
ENSDARG00000003867	3
ENSDARG00000003869	13
ENSDARG00000003877	1
ENSDARG00000003899	11
ENSDARG00000003900	2
ENSDARG00000003902	30
ENSDARG00000003903	12
ENSDARG00000003909	79
ENSDARG00000003910	1
ENSDARG00000003920	2
ENSDARG00000003925	35
ENSDARG00000003931	1
ENSDARG00000003934	2
ENSDARG00000003940	2
ENSDARG00000003944	12
ENSDARG00000003952	2
ENSDARG00000003961	2
ENSDARG00000003963	8
ENSDARG00000003965	20
ENSDARG00000003968	2
ENSDARG00000003970	45
ENSDARG00000003971	19
ENSDARG00000003973	2
ENSDARG00000003974	2
ENSDARG00000003977	7
ENSDARG00000003989	21
ENSDARG00000003991	15
ENSDARG00000003994	18
ENSDARG00000003998	2
ENSDARG00000004015	3
ENSDARG00000004017	4
ENSDARG00000004018	12
ENSDARG00000004023	19
ENSDARG00000004034	1
ENSDARG00000004046	1
ENSDARG00000004049	1
ENSDARG00000004051	7
ENSDARG00000004055	1
ENSDARG00000004059	1
ENSDARG00000004060	1
ENSDARG00000004074	10
ENSDARG00000004078	3
ENSDARG00000004082	35
ENSDARG00000004094	6
ENSDARG00000004105	4
ENSDARG00000004109	16
ENSDARG00000004111	17
ENSDARG00000004115	4
ENSDARG00000004132	7
ENSDARG00000004141	2
ENSDARG00000004150	18
ENSDARG00000004151	12
ENSDARG00000004154	2
ENSDARG00000004158	3
ENSDARG00000004160	6
ENSDARG00000004167	7
ENSDARG00000004169	6
ENSDARG00000004176	2
ENSDARG00000004177	2
ENSDARG00000004184	1
ENSDARG00000004187	16
ENSDARG00000004189	4
ENSDARG00000004196	4
ENSDARG00000004199	7
ENSDARG00000004204	1
ENSDARG00000004211	8
ENSDARG00000004218	15
ENSDARG00000004219	26
ENSDARG00000004227	12
ENSDARG00000004232	17
ENSDARG00000004243	8
ENSDARG00000004246	9
ENSDARG00000004251	1
ENSDARG00000004256	6
ENSDARG00000004260	8
ENSDARG00000004261	2
ENSDARG00000004262	13
ENSDARG00000004270	2
ENSDARG00000004282	1
ENSDARG00000004291	13
ENSDARG00000004296	8
ENSDARG00000004297	3
ENSDARG00000004301	23
ENSDARG00000004302	5
ENSDARG00000004305	1
ENSDARG00000004306	13
ENSDARG00000004307	1
ENSDARG00000004308	1
ENSDARG00000004311	6
ENSDARG00000004322	2
ENSDARG00000004325	20
ENSDARG00000004328	2
ENSDARG00000004358	10
ENSDARG00000004363	7
ENSDARG00000004372	17
ENSDARG00000004377	10
ENSDARG00000004378	14
ENSDARG00000004386	3
ENSDARG00000004392	1
ENSDARG00000004396	26
ENSDARG00000004402	12
ENSDARG00000004405	4
ENSDARG00000004406	1
ENSDARG00000004415	4
ENSDARG00000004433	8
ENSDARG00000004445	18
ENSDARG00000004447	19
ENSDARG00000004451	1
ENSDARG00000004452	7
ENSDARG00000004455	8
ENSDARG00000004459	3
ENSDARG00000004460	1
ENSDARG00000004473	5
ENSDARG00000004492	3
ENSDARG00000004497	19
ENSDARG00000004498	12
ENSDARG00000004502	4
ENSDARG00000004529	4
ENSDARG00000004537	10
ENSDARG00000004539	2
ENSDARG00000004561	18
ENSDARG00000004576	4
ENSDARG00000004577	4
ENSDARG00000004580	2
ENSDARG00000004581	3
ENSDARG00000004586	18
ENSDARG00000004587	6
ENSDARG00000004588	23
ENSDARG00000004592	1
ENSDARG00000004594	1
ENSDARG00000004597	25
ENSDARG00000004598	51
ENSDARG00000004616	16
ENSDARG00000004618	10
ENSDARG00000004621	5
ENSDARG00000004627	3
ENSDARG00000004632	4
ENSDARG00000004633	6
ENSDARG00000004634	10
ENSDARG00000004635	18
ENSDARG00000004636	1
ENSDARG00000004643	13
ENSDARG00000004648	11
ENSDARG00000004658	2
ENSDARG00000004672	21
ENSDARG00000004680	16
ENSDARG00000004692	2
ENSDARG00000004695	12
ENSDARG00000004696	1
ENSDARG00000004697	17
ENSDARG00000004702	3
ENSDARG00000004712	5
ENSDARG00000004714	2
ENSDARG00000004721	21
ENSDARG00000004724	2
ENSDARG00000004735	4
ENSDARG00000004745	1
ENSDARG00000004748	19
ENSDARG00000004753	16
ENSDARG00000004754	3
ENSDARG00000004763	10
ENSDARG00000004771	2
ENSDARG00000004782	17
ENSDARG00000004785	2
ENSDARG00000004789	16
ENSDARG00000004794	1
ENSDARG00000004796	2
ENSDARG00000004823	5
ENSDARG00000004830	3
ENSDARG00000004836	16
ENSDARG00000004840	2
ENSDARG00000004843	23
ENSDARG00000004851	5
ENSDARG00000004861	17
ENSDARG00000004864	7
ENSDARG00000004866	1
ENSDARG00000004869	2
ENSDARG00000004870	1
ENSDARG00000004871	5
ENSDARG00000004874	1
ENSDARG00000004877	15
ENSDARG00000004880	3
ENSDARG00000004889	4
ENSDARG00000004898	11
ENSDARG00000004904	1
ENSDARG00000004906	4
ENSDARG00000004930	3
ENSDARG00000004931	7
ENSDARG00000004932	1
ENSDARG00000004939	1
ENSDARG00000004953	13
ENSDARG00000004954	3
ENSDARG00000004964	13
ENSDARG00000004979	12
ENSDARG00000004988	3
ENSDARG00000005002	1
ENSDARG00000005004	12
ENSDARG00000005010	5
ENSDARG00000005015	2
ENSDARG00000005023	6
ENSDARG00000005026	3
ENSDARG00000005049	8
ENSDARG00000005050	18
ENSDARG00000005057	1
ENSDARG00000005078	6
ENSDARG00000005085	1
ENSDARG00000005095	1
ENSDARG00000005098	2
ENSDARG00000005104	6
ENSDARG00000005108	3
ENSDARG00000005112	1
ENSDARG00000005115	5
ENSDARG00000005122	6
ENSDARG00000005126	3
ENSDARG00000005134	2
ENSDARG00000005139	2
ENSDARG00000005141	23
ENSDARG00000005150	17
ENSDARG00000005154	2
ENSDARG00000005159	20
ENSDARG00000005162	5
ENSDARG00000005163	2
ENSDARG00000005172	5
ENSDARG00000005176	6
ENSDARG00000005185	10
ENSDARG00000005186	17
ENSDARG00000005191	3
ENSDARG00000005210	10
ENSDARG00000005216	6
ENSDARG00000005220	5
ENSDARG00000005221	19
ENSDARG00000005232	4
ENSDARG00000005236	1
ENSDARG00000005246	7
ENSDARG00000005254	3
ENSDARG00000005257	9
ENSDARG00000005271	4
ENSDARG00000005284	11
ENSDARG00000005314	7
ENSDARG00000005315	8
ENSDARG00000005318	4
ENSDARG00000005320	1
ENSDARG00000005327	79
ENSDARG00000005332	8
ENSDARG00000005335	17
ENSDARG00000005343	4
ENSDARG00000005350	4
ENSDARG00000005355	2
ENSDARG00000005356	5
ENSDARG00000005359	1
ENSDARG00000005364	12
ENSDARG00000005368	4
ENSDARG00000005371	18
ENSDARG00000005372	23
ENSDARG00000005374	2
ENSDARG00000005382	1
ENSDARG00000005392	12
ENSDARG00000005394	4
ENSDARG00000005397	6
ENSDARG00000005414	9
ENSDARG00000005416	10
ENSDARG00000005423	3
ENSDARG00000005425	2
ENSDARG00000005451	3
ENSDARG00000005453	23
ENSDARG00000005454	2
ENSDARG00000005456	10
ENSDARG00000005458	13
ENSDARG00000005462	14
ENSDARG00000005463	6
ENSDARG00000005464	4
ENSDARG00000005468	3
ENSDARG00000005476	4
ENSDARG00000005479	11
ENSDARG00000005481	6
ENSDARG00000005482	14
ENSDARG00000005485	1
ENSDARG00000005510	18
ENSDARG00000005513	1
ENSDARG00000005518	12
ENSDARG00000005522	25
ENSDARG00000005525	2
ENSDARG00000005526	18
ENSDARG00000005536	1
ENSDARG00000005541	11
ENSDARG00000005544	6
ENSDARG00000005549	2
ENSDARG00000005551	8
ENSDARG00000005559	16
ENSDARG00000005560	10
ENSDARG00000005565	6
ENSDARG00000005574	4
ENSDARG00000005578	1
ENSDARG00000005586	11
ENSDARG00000005590	2
ENSDARG00000005606	1
ENSDARG00000005612	1
ENSDARG00000005616	3
ENSDARG00000005619	19
ENSDARG00000005625	2
ENSDARG00000005626	23
ENSDARG00000005627	7
ENSDARG00000005629	4
ENSDARG00000005643	2
ENSDARG00000005645	15
ENSDARG00000005648	23
ENSDARG00000005651	15
ENSDARG00000005652	4
ENSDARG00000005670	13
ENSDARG00000005673	1
ENSDARG00000005675	1
ENSDARG00000005679	5
ENSDARG00000005690	7
ENSDARG00000005699	1
ENSDARG00000005704	6
ENSDARG00000005713	2
ENSDARG00000005716	23
ENSDARG00000005739	5
ENSDARG00000005749	1
ENSDARG00000005754	17
ENSDARG00000005762	16
ENSDARG00000005774	3
ENSDARG00000005775	12
ENSDARG00000005776	3
ENSDARG00000005780	30
ENSDARG00000005783	13
ENSDARG00000005786	8
ENSDARG00000005789	7
ENSDARG00000005800	4
ENSDARG00000005814	13
ENSDARG00000005821	1
ENSDARG00000005823	7
ENSDARG00000005827	1
ENSDARG00000005828	1
ENSDARG00000005834	1
ENSDARG00000005840	3
ENSDARG00000005841	12
ENSDARG00000005842	18
ENSDARG00000005846	17
ENSDARG00000005853	3
ENSDARG00000005861	12
ENSDARG00000005865	40
ENSDARG00000005867	1
ENSDARG00000005870	1
ENSDARG00000005883	8
ENSDARG00000005891	3
ENSDARG00000005894	11
ENSDARG00000005908	5
ENSDARG00000005913	14
ENSDARG00000005915	2
ENSDARG00000005916	4
ENSDARG00000005924	12
ENSDARG00000005926	1
ENSDARG00000005927	7
ENSDARG00000005941	14
ENSDARG00000005942	52
ENSDARG00000005943	28
ENSDARG00000005948	1
ENSDARG00000005972	3
ENSDARG00000005989	14
ENSDARG00000005993	2
ENSDARG00000006003	5
ENSDARG00000006008	3
ENSDARG00000006010	5
ENSDARG00000006011	19
ENSDARG00000006019	1
ENSDARG00000006025	1
ENSDARG00000006029	2
ENSDARG00000006044	3
ENSDARG00000006052	2
ENSDARG00000006060	2
ENSDARG00000006062	1
ENSDARG00000006065	3
ENSDARG00000006074	5
ENSDARG00000006079	9
ENSDARG00000006092	2
ENSDARG00000006093	4
ENSDARG00000006109	12
ENSDARG00000006110	1
ENSDARG00000006112	6
ENSDARG00000006120	17
ENSDARG00000006124	5
ENSDARG00000006125	13
ENSDARG00000006128	3
ENSDARG00000006137	3
ENSDARG00000006151	11
ENSDARG00000006169	1
ENSDARG00000006174	3
ENSDARG00000006181	18
ENSDARG00000006192	1
ENSDARG00000006196	8
ENSDARG00000006200	5
ENSDARG00000006202	21
ENSDARG00000006206	16
ENSDARG00000006207	7
ENSDARG00000006215	7
ENSDARG00000006219	1
ENSDARG00000006220	27
ENSDARG00000006225	2
ENSDARG00000006235	3
ENSDARG00000006240	7
ENSDARG00000006242	4
ENSDARG00000006251	5
ENSDARG00000006253	4
ENSDARG00000006257	17
ENSDARG00000006260	11
ENSDARG00000006266	7
ENSDARG00000006272	21
ENSDARG00000006279	2
ENSDARG00000006283	4
ENSDARG00000006299	15
ENSDARG00000006301	6
ENSDARG00000006307	3
ENSDARG00000006308	17
ENSDARG00000006314	21
ENSDARG00000006332	2
ENSDARG00000006341	18
ENSDARG00000006350	27
ENSDARG00000006353	21
ENSDARG00000006356	3
ENSDARG00000006368	5
ENSDARG00000006372	27
ENSDARG00000006383	4
ENSDARG00000006385	4
ENSDARG00000006389	12
ENSDARG00000006392	2
ENSDARG00000006395	1
ENSDARG00000006396	22
ENSDARG00000006397	1
ENSDARG00000006399	10
ENSDARG00000006408	5
ENSDARG00000006409	10
ENSDARG00000006420	3
ENSDARG00000006422	8
ENSDARG00000006447	3
ENSDARG00000006467	43
ENSDARG00000006468	9
ENSDARG00000006487	2
ENSDARG00000006491	2
ENSDARG00000006494	9
ENSDARG00000006497	6
ENSDARG00000006501	42
ENSDARG00000006508	11
ENSDARG00000006514	16
ENSDARG00000006522	1
ENSDARG00000006526	27
ENSDARG00000006527	9
ENSDARG00000006544	21
ENSDARG00000006546	1
ENSDARG00000006553	15
ENSDARG00000006560	12
ENSDARG00000006566	6
ENSDARG00000006568	2
ENSDARG00000006577	2
ENSDARG00000006580	27
ENSDARG00000006584	9
ENSDARG00000006585	2
ENSDARG00000006588	2
ENSDARG00000006598	18
ENSDARG00000006600	2
ENSDARG00000006601	9
ENSDARG00000006602	18
ENSDARG00000006603	7
ENSDARG00000006604	11
ENSDARG00000006607	7
ENSDARG00000006609	7
ENSDARG00000006615	2
ENSDARG00000006617	1
ENSDARG00000006621	2
ENSDARG00000006624	6
ENSDARG00000006636	10
ENSDARG00000006639	1
ENSDARG00000006640	5
ENSDARG00000006672	3
ENSDARG00000006677	4
ENSDARG00000006678	21
ENSDARG00000006683	15
ENSDARG00000006712	3
ENSDARG00000006719	21
ENSDARG00000006747	4
ENSDARG00000006754	2
ENSDARG00000006757	8
ENSDARG00000006758	1
ENSDARG00000006760	8
ENSDARG00000006773	12
ENSDARG00000006775	3
ENSDARG00000006782	2
ENSDARG00000006786	1
ENSDARG00000006791	18
ENSDARG00000006797	5
ENSDARG00000006811	19
ENSDARG00000006812	1
ENSDARG00000006816	1
ENSDARG00000006832	8
ENSDARG00000006837	5
ENSDARG00000006838	2
ENSDARG00000006848	12
ENSDARG00000006849	8
ENSDARG00000006859	3
ENSDARG00000006862	1
ENSDARG00000006865	21
ENSDARG00000006877	7
ENSDARG00000006878	2
ENSDARG00000006889	2
ENSDARG00000006891	16
ENSDARG00000006892	15
ENSDARG00000006894	25
ENSDARG00000006896	19
ENSDARG00000006899	1
ENSDARG00000006900	4
ENSDARG00000006901	10
ENSDARG00000006911	6
ENSDARG00000006915	6
ENSDARG00000006921	17
ENSDARG00000006923	13
ENSDARG00000006925	26
ENSDARG00000006939	17
ENSDARG00000006944	2
ENSDARG00000006978	17
ENSDARG00000006983	8
ENSDARG00000006990	2
ENSDARG00000007009	23
ENSDARG00000007018	19
ENSDARG00000007025	2
ENSDARG00000007034	7
ENSDARG00000007045	1
ENSDARG00000007067	1
ENSDARG00000007077	23
ENSDARG00000007080	6
ENSDARG00000007081	7
ENSDARG00000007086	5
ENSDARG00000007097	16
ENSDARG00000007098	3
ENSDARG00000007099	35
ENSDARG00000007108	8
ENSDARG00000007127	3
ENSDARG00000007129	8
ENSDARG00000007135	1
ENSDARG00000007136	4
ENSDARG00000007149	22
ENSDARG00000007151	20
ENSDARG00000007171	2
ENSDARG00000007172	14
ENSDARG00000007175	4
ENSDARG00000007179	4
ENSDARG00000007180	6
ENSDARG00000007184	3
ENSDARG00000007186	3
ENSDARG00000007195	18
ENSDARG00000007196	1
ENSDARG00000007198	5
ENSDARG00000007199	40
ENSDARG00000007207	1
ENSDARG00000007219	19
ENSDARG00000007220	11
ENSDARG00000007231	5
ENSDARG00000007241	5
ENSDARG00000007244	1
ENSDARG00000007245	5
ENSDARG00000007247	3
ENSDARG00000007257	8
ENSDARG00000007264	1
ENSDARG00000007271	15
ENSDARG00000007275	18
ENSDARG00000007276	18
ENSDARG00000007277	3
ENSDARG00000007278	1
ENSDARG00000007279	1
ENSDARG00000007289	2
ENSDARG00000007302	9
ENSDARG00000007315	2
ENSDARG00000007320	1
ENSDARG00000007323	2
ENSDARG00000007329	17
ENSDARG00000007344	1
ENSDARG00000007347	1
ENSDARG00000007349	4
ENSDARG00000007356	19
ENSDARG00000007358	25
ENSDARG00000007362	2
ENSDARG00000007369	4
ENSDARG00000007370	6
ENSDARG00000007371	11
ENSDARG00000007377	2
ENSDARG00000007382	2
ENSDARG00000007383	20
ENSDARG00000007387	12
ENSDARG00000007396	15
ENSDARG00000007398	1
ENSDARG00000007405	1
ENSDARG00000007406	19
ENSDARG00000007407	20
ENSDARG00000007409	5
ENSDARG00000007412	12
ENSDARG00000007418	2
ENSDARG00000007421	1
ENSDARG00000007425	3
ENSDARG00000007429	4
ENSDARG00000007430	1
ENSDARG00000007436	12
ENSDARG00000007438	1
ENSDARG00000007449	1
ENSDARG00000007461	16
ENSDARG00000007465	5
ENSDARG00000007467	8
ENSDARG00000007477	20
ENSDARG00000007480	7
ENSDARG00000007485	2
ENSDARG00000007490	82
ENSDARG00000007494	14
ENSDARG00000007523	1
ENSDARG00000007534	6
ENSDARG00000007553	38
ENSDARG00000007560	23
ENSDARG00000007561	17
ENSDARG00000007576	45
ENSDARG00000007582	18
ENSDARG00000007601	2
ENSDARG00000007603	3
ENSDARG00000007614	20
ENSDARG00000007630	2
ENSDARG00000007639	1
ENSDARG00000007641	29
ENSDARG00000007654	1
ENSDARG00000007655	45
ENSDARG00000007663	4
ENSDARG00000007671	5
ENSDARG00000007678	4
ENSDARG00000007682	1
ENSDARG00000007691	8
ENSDARG00000007693	6
ENSDARG00000007697	16
ENSDARG00000007709	16
ENSDARG00000007711	1
ENSDARG00000007720	1
ENSDARG00000007722	1
ENSDARG00000007723	4
ENSDARG00000007727	14
ENSDARG00000007737	2
ENSDARG00000007739	8
ENSDARG00000007751	3
ENSDARG00000007753	10
ENSDARG00000007755	10
ENSDARG00000007764	10
ENSDARG00000007769	19
ENSDARG00000007774	1
ENSDARG00000007783	14
ENSDARG00000007786	1
ENSDARG00000007787	16
ENSDARG00000007788	5
ENSDARG00000007791	1
ENSDARG00000007795	1
ENSDARG00000007804	3
ENSDARG00000007807	20
ENSDARG00000007808	7
ENSDARG00000007812	17
