Ensembl.Gene.ID	Paralogs.Number
FBgn0002930	14
FBgn0002933	1
FBgn0002936	8
FBgn0002938	4
FBgn0002939	13
FBgn0002940	6
FBgn0002941	10
FBgn0002948	2
FBgn0002973	1
FBgn0002985	3
FBgn0002989	2
FBgn0003002	6
FBgn0003011	8
FBgn0003023	2
FBgn0003041	1
FBgn0003046	13
FBgn0003053	2
FBgn0003062	1
FBgn0003067	1
FBgn0003079	7
FBgn0003082	2
FBgn0003089	1
FBgn0003090	2
FBgn0003091	5
FBgn0003093	5
FBgn0003117	4
FBgn0003118	4
FBgn0003124	1
FBgn0003129	9
FBgn0003130	9
FBgn0003132	9
FBgn0003134	9
FBgn0003137	2
FBgn0003140	9
FBgn0003145	9
FBgn0003169	4
FBgn0003187	3
FBgn0003205	6
FBgn0003206	6
FBgn0003218	2
FBgn0003227	1
FBgn0003248	6
FBgn0003249	6
FBgn0003250	6
FBgn0003254	22
FBgn0003255	3
FBgn0003256	1
FBgn0003261	5
FBgn0003267	10
FBgn0003270	4
FBgn0003277	1
FBgn0003285	15
FBgn0003292	1
FBgn0003295	4
FBgn0003300	3
FBgn0003301	12
FBgn0003308	4
FBgn0003312	11
FBgn0003317	4
FBgn0003319	20
FBgn0003321	2
FBgn0003326	11
FBgn0003328	4
FBgn0003334	2
FBgn0003339	5
FBgn0003353	7
FBgn0003356	28
FBgn0003357	28
FBgn0003358	28
FBgn0003360	1
FBgn0003366	8
FBgn0003371	2
FBgn0003375	1
FBgn0003380	3
FBgn0003386	3
FBgn0003388	11
FBgn0003390	3
FBgn0003391	4
FBgn0003401	1
FBgn0003410	2
FBgn0003429	1
FBgn0003430	5
FBgn0003435	1
FBgn0003444	3
FBgn0003448	6
FBgn0003450	11
FBgn0003460	2
FBgn0003462	2
FBgn0003479	2
FBgn0003482	2
FBgn0003483	5
FBgn0003486	6
FBgn0003495	1
FBgn0003499	1
FBgn0003502	2
FBgn0003507	4
FBgn0003510	1
FBgn0003511	4
FBgn0003512	4
FBgn0003514	2
FBgn0003515	14
FBgn0003520	1
FBgn0003525	1
FBgn0003545	1
FBgn0003557	4
FBgn0003567	3
FBgn0003607	4
FBgn0003612	1
FBgn0003651	5
FBgn0003654	7
FBgn0003660	1
FBgn0003683	2
FBgn0003687	2
FBgn0003710	2
FBgn0003716	4
FBgn0003719	4
FBgn0003720	5
FBgn0003721	1
FBgn0003731	5
FBgn0003733	2
FBgn0003744	4
FBgn0003747	7
FBgn0003748	1
FBgn0003861	2
FBgn0003862	4
FBgn0003863	27
FBgn0003865	2
FBgn0003866	1
FBgn0003870	22
FBgn0003884	4
FBgn0003885	4
FBgn0003886	4
FBgn0003887	4
FBgn0003888	4
FBgn0003889	4
FBgn0003890	4
FBgn0003892	3
FBgn0003896	6
FBgn0003900	4
FBgn0003941	1
FBgn0003943	2
FBgn0003944	5
FBgn0003964	5
FBgn0003969	2
FBgn0003979	3
FBgn0003980	3
FBgn0003983	3
FBgn0003996	14
FBgn0004009	3
FBgn0004034	12
FBgn0004045	30
FBgn0004047	30
FBgn0004049	5
FBgn0004053	10
FBgn0004054	10
FBgn0004057	1
FBgn0004066	2
FBgn0004102	3
FBgn0004103	9
FBgn0004106	5
FBgn0004107	5
FBgn0004108	29
FBgn0004110	8
FBgn0004117	1
FBgn0004118	5
FBgn0004167	3
FBgn0004168	8
FBgn0004170	3
FBgn0004171	1
FBgn0004177	2
FBgn0004179	6
FBgn0004197	4
FBgn0004198	1
FBgn0004227	1
FBgn0004237	4
FBgn0004240	1
FBgn0004242	4
FBgn0004244	2
FBgn0004360	3
FBgn0004362	5
FBgn0004363	3
FBgn0004364	19
FBgn0004368	6
FBgn0004369	2
FBgn0004370	6
FBgn0004372	1
FBgn0004374	7
FBgn0004378	7
FBgn0004379	6
FBgn0004380	7
FBgn0004381	7
FBgn0004387	7
FBgn0004390	2
FBgn0004394	4
FBgn0004397	2
FBgn0004400	1
FBgn0004403	1
FBgn0004404	1
FBgn0004425	12
FBgn0004426	12
FBgn0004427	12
FBgn0004428	12
FBgn0004429	12
FBgn0004430	12
FBgn0004431	12
FBgn0004432	3
FBgn0004435	4
FBgn0004436	1
FBgn0004449	3
FBgn0004456	4
FBgn0004462	1
FBgn0004463	1
FBgn0004509	2
FBgn0004510	4
FBgn0004511	4
FBgn0004512	3
FBgn0004513	3
FBgn0004514	8
FBgn0004516	7
FBgn0004567	5
FBgn0004573	8
FBgn0004577	8
FBgn0004581	5
FBgn0004587	5
FBgn0004588	3
FBgn0004589	3
FBgn0004590	3
FBgn0004591	3
FBgn0004593	3
FBgn0004594	3
FBgn0004597	4
FBgn0004598	2
FBgn0004611	1
FBgn0004618	2
FBgn0004619	11
FBgn0004620	11
FBgn0004622	8
FBgn0004623	3
FBgn0004629	3
FBgn0004635	4
FBgn0004636	6
FBgn0004638	1
FBgn0004646	7
FBgn0004647	4
FBgn0004648	1
FBgn0004649	6
FBgn0004652	22
FBgn0004656	4
FBgn0004657	1
FBgn0004666	5
FBgn0004687	2
FBgn0004777	30
FBgn0004778	30
FBgn0004779	30
FBgn0004780	30
FBgn0004781	30
FBgn0004782	30
FBgn0004783	30
FBgn0004784	5
FBgn0004795	2
FBgn0004797	1
FBgn0004828	22
FBgn0004838	4
FBgn0004839	4
FBgn0004841	8
FBgn0004842	8
FBgn0004852	12
FBgn0004854	10
FBgn0004858	1
FBgn0004859	6
FBgn0004860	2
FBgn0004861	2
FBgn0004862	8
FBgn0004863	10
FBgn0004864	5
FBgn0004865	7
FBgn0004868	1
FBgn0004870	22
FBgn0004872	4
FBgn0004876	1
FBgn0004878	1
FBgn0004880	6
FBgn0004882	1
FBgn0004885	4
FBgn0004888	2
FBgn0004892	3
FBgn0004893	3
FBgn0004895	5
FBgn0004896	5
FBgn0004897	5
FBgn0004898	5
FBgn0004901	1
FBgn0004903	4
FBgn0004907	1
FBgn0004908	5
FBgn0004910	12
FBgn0004914	5
FBgn0004919	1
FBgn0004921	1
FBgn0004956	2
FBgn0004959	6
FBgn0005198	3
FBgn0005322	1
FBgn0005386	6
FBgn0005391	30
FBgn0005411	1
FBgn0005536	2
FBgn0005558	9
FBgn0005561	9
FBgn0005564	3
FBgn0005585	3
FBgn0005586	5
FBgn0005592	4
FBgn0005612	6
FBgn0005613	6
FBgn0005614	2
FBgn0005619	7
FBgn0005624	2
FBgn0005626	2
FBgn0005630	22
FBgn0005631	5
FBgn0005632	3
FBgn0005636	1
FBgn0005649	4
FBgn0005655	1
FBgn0005658	4
FBgn0005659	2
FBgn0005660	4
FBgn0005664	30
FBgn0005666	3
FBgn0005670	51
FBgn0005672	1
FBgn0005683	1
FBgn0005694	2
FBgn0005771	1
FBgn0005775	19
FBgn0005777	1
FBgn0005778	9
FBgn0005779	9
FBgn0008636	9
FBgn0008646	5
FBgn0008651	10
FBgn0010014	5
FBgn0010015	2
FBgn0010019	51
FBgn0010038	29
FBgn0010039	29
FBgn0010040	29
FBgn0010041	29
FBgn0010042	29
FBgn0010043	29
FBgn0010044	29
FBgn0010051	1
FBgn0010052	29
FBgn0010053	2
FBgn0010097	1
FBgn0010100	1
FBgn0010105	2
FBgn0010109	10
FBgn0010114	3
FBgn0010194	2
FBgn0010197	12
FBgn0010198	1
FBgn0010215	2
FBgn0010217	1
FBgn0010222	1
FBgn0010223	2
FBgn0010225	3
FBgn0010228	5
FBgn0010238	17
FBgn0010240	2
FBgn0010241	3
FBgn0010246	4
FBgn0010258	4
FBgn0010263	9
FBgn0010269	3
FBgn0010278	5
FBgn0010287	2
FBgn0010294	1
FBgn0010300	4
FBgn0010303	3
FBgn0010314	1
FBgn0010315	4
FBgn0010323	3
FBgn0010329	2
FBgn0010333	3
FBgn0010341	3
FBgn0010348	5
FBgn0010352	2
FBgn0010356	4
FBgn0010357	27
FBgn0010358	27
FBgn0010359	27
FBgn0010379	3
FBgn0010381	3
FBgn0010382	4
FBgn0010383	6
FBgn0010387	5
FBgn0010389	4
FBgn0010395	1
FBgn0010397	1
FBgn0010398	1
FBgn0010399	3
FBgn0010403	1
FBgn0010407	8
FBgn0010412	1
FBgn0010414	5
FBgn0010417	1
FBgn0010422	1
FBgn0010423	12
FBgn0010424	12
FBgn0010425	27
FBgn0010433	4
FBgn0010434	5
FBgn0010435	13
FBgn0010452	9
FBgn0010453	2
FBgn0010470	1
FBgn0010473	1
FBgn0010488	2
FBgn0010497	26
FBgn0010501	4
FBgn0010531	2
FBgn0010549	11
FBgn0010583	1
FBgn0010612	1
FBgn0010651	26
FBgn0010768	3
FBgn0010774	1
FBgn0010812	2
FBgn0010825	1
FBgn0010877	2
FBgn0010894	2
FBgn0010905	1
FBgn0010909	2
FBgn0011202	3
FBgn0011205	1
FBgn0011217	9
FBgn0011224	1
FBgn0011225	5
FBgn0011236	2
FBgn0011241	1
FBgn0011244	3
FBgn0011259	4
FBgn0011260	4
FBgn0011270	2
FBgn0011273	7
FBgn0011274	2
FBgn0011276	4
FBgn0011277	4
FBgn0011278	10
FBgn0011280	1
FBgn0011281	1
FBgn0011283	1
FBgn0011286	1
FBgn0011288	1
FBgn0011289	1
FBgn0011293	2
FBgn0011294	7
FBgn0011296	9
FBgn0011300	4
FBgn0011305	5
FBgn0011327	2
FBgn0011335	3
FBgn0011336	1
FBgn0011554	10
FBgn0011555	27
FBgn0011556	10
FBgn0011569	4
FBgn0011571	1
FBgn0011576	51
FBgn0011582	8
FBgn0011589	7
FBgn0011592	5
FBgn0011596	1
FBgn0011603	5
FBgn0011606	6
FBgn0011642	3
FBgn0011648	3
FBgn0011653	6
FBgn0011655	3
FBgn0011661	2
FBgn0011666	4
FBgn0011676	2
FBgn0011692	1
FBgn0011693	14
FBgn0011695	2
FBgn0011701	4
FBgn0011705	5
FBgn0011710	4
FBgn0011723	7
FBgn0011725	3
FBgn0011726	1
FBgn0011737	1
FBgn0011739	4
FBgn0011740	7
FBgn0011743	6
FBgn0011745	1
FBgn0011747	6
FBgn0011754	2
FBgn0011758	10
FBgn0011760	2
FBgn0011761	4
FBgn0011766	1
FBgn0011769	1
FBgn0011802	2
FBgn0011817	1
FBgn0011822	12
FBgn0011826	2
FBgn0011828	8
FBgn0011829	4
FBgn0011832	27
FBgn0011834	17
FBgn0012036	4
FBgn0012037	5
FBgn0012042	3
FBgn0012051	2
FBgn0013263	22
FBgn0013272	19
FBgn0013275	4
FBgn0013276	4
FBgn0013278	4
FBgn0013279	4
FBgn0013300	1
FBgn0013301	1
FBgn0013303	5
FBgn0013305	4
FBgn0013307	1
FBgn0013308	1
FBgn0013342	1
FBgn0013343	1
FBgn0013347	1
FBgn0013348	12
FBgn0013433	13
FBgn0013435	5
FBgn0013469	1
FBgn0013576	1
FBgn0013717	1
FBgn0013720	2
FBgn0013726	4
FBgn0013746	1
FBgn0013749	5
FBgn0013750	5
FBgn0013751	6
FBgn0013753	1
FBgn0013755	1
FBgn0013759	5
FBgn0013762	5
FBgn0013763	15
FBgn0013770	6
FBgn0013771	51
FBgn0013772	51
FBgn0013773	51
FBgn0013799	1
FBgn0013809	11
FBgn0013810	11
FBgn0013811	11
FBgn0013812	11
FBgn0013813	11
FBgn0013953	8
FBgn0013954	1
FBgn0013972	12
FBgn0013973	12
FBgn0013981	22
FBgn0013984	8
FBgn0013987	1
FBgn0013997	2
FBgn0014002	3
FBgn0014007	2
FBgn0014009	5
FBgn0014010	2
FBgn0014011	3
FBgn0014018	2
FBgn0014019	6
FBgn0014020	3
FBgn0014028	1
FBgn0014029	4
FBgn0014032	1
FBgn0014033	3
FBgn0014073	2
FBgn0014076	3
FBgn0014141	2
FBgn0014143	5
FBgn0014179	1
FBgn0014269	1
FBgn0014340	4
FBgn0014342	1
FBgn0014343	3
FBgn0014366	1
FBgn0014380	3
FBgn0014391	1
FBgn0014396	1
FBgn0014454	2
FBgn0014455	2
FBgn0014469	51
FBgn0014848	3
FBgn0014849	3
FBgn0014857	22
FBgn0014859	1
FBgn0014863	1
FBgn0014869	2
FBgn0014903	3
FBgn0014906	1
FBgn0014931	1
FBgn0014949	10
FBgn0015000	1
FBgn0015001	27
FBgn0015010	19
FBgn0015011	2
FBgn0015024	9
FBgn0015032	51
FBgn0015033	51
FBgn0015034	51
FBgn0015035	51
FBgn0015036	51
FBgn0015037	51
FBgn0015038	51
FBgn0015039	51
FBgn0015040	51
FBgn0015075	1
FBgn0015218	6
FBgn0015222	1
FBgn0015230	19
FBgn0015239	5
FBgn0015245	3
FBgn0015247	1
FBgn0015268	2
FBgn0015277	2
FBgn0015278	2
FBgn0015279	2
FBgn0015286	6
FBgn0015288	1
FBgn0015295	5
FBgn0015300	17
FBgn0015316	10
FBgn0015320	9
FBgn0015323	2
FBgn0015331	1
FBgn0015372	2
FBgn0015379	1
FBgn0015380	2
FBgn0015381	7
FBgn0015396	1
FBgn0015399	9
FBgn0015400	9
FBgn0015402	7
FBgn0015509	4
FBgn0015513	1
FBgn0015519	5
FBgn0015520	1
FBgn0015524	9
FBgn0015541	20
FBgn0015544	2
FBgn0015550	4
FBgn0015558	1
FBgn0015561	10
FBgn0015568	29
FBgn0015569	29
FBgn0015570	29
FBgn0015571	29
FBgn0015572	29
FBgn0015574	29
FBgn0015575	29
FBgn0015576	29
FBgn0015577	29
FBgn0015583	14
FBgn0015584	1
FBgn0015586	1
FBgn0015589	1
FBgn0015609	8
FBgn0015614	5
FBgn0015621	1
FBgn0015622	3
FBgn0015625	4
FBgn0015663	13
FBgn0015714	51
FBgn0015721	2
FBgn0015737	1
FBgn0015754	7
FBgn0015765	3
FBgn0015770	4
FBgn0015773	1
FBgn0015774	1
FBgn0015776	2
FBgn0015777	2
FBgn0015781	1
FBgn0015789	5
FBgn0015790	5
FBgn0015791	5
FBgn0015793	11
FBgn0015794	11
FBgn0015795	3
FBgn0015797	1
FBgn0015799	1
FBgn0015803	3
FBgn0015805	1
FBgn0015806	3
FBgn0015808	3
FBgn0015831	2
FBgn0015834	2
FBgn0015872	6
FBgn0015904	3
FBgn0015919	3
FBgn0015924	13
FBgn0015926	2
FBgn0015929	1
FBgn0016032	15
FBgn0016041	2
FBgn0016047	5
FBgn0016054	1
FBgn0016059	4
FBgn0016061	15
FBgn0016075	1
FBgn0016078	6
FBgn0016119	1
FBgn0016122	5
FBgn0016123	12
FBgn0016126	2
FBgn0016131	5
FBgn0016641	1
FBgn0016650	3
FBgn0016660	7
FBgn0016672	2
FBgn0016675	4
FBgn0016684	26
FBgn0016685	1
FBgn0016693	4
FBgn0016694	2
FBgn0016696	5
FBgn0016700	11
FBgn0016701	5
FBgn0016715	1
FBgn0016756	3
FBgn0016762	3
FBgn0016797	3
FBgn0016920	6
FBgn0016930	3
FBgn0016975	1
FBgn0016977	1
FBgn0016984	2
FBgn0017418	2
FBgn0017448	13
FBgn0017456	9
FBgn0017457	1
FBgn0017550	2
FBgn0017556	2
FBgn0017561	2
FBgn0017581	1
FBgn0017590	17
FBgn0019637	1
FBgn0019643	7
FBgn0019650	9
FBgn0019809	1
FBgn0019828	1
FBgn0019830	3
FBgn0019890	1
FBgn0019928	27
FBgn0019929	21
FBgn0019940	6
FBgn0019948	2
FBgn0019949	1
FBgn0019952	8
FBgn0019968	7
FBgn0019972	4
FBgn0019982	4
FBgn0019985	1
FBgn0019990	1
FBgn0020236	2
FBgn0020238	1
FBgn0020248	4
FBgn0020249	6
FBgn0020251	2
FBgn0020255	1
FBgn0020257	7
FBgn0020258	20
FBgn0020269	4
FBgn0020278	2
FBgn0020312	4
FBgn0020369	1
FBgn0020371	5
FBgn0020376	3
FBgn0020377	3
FBgn0020378	3
FBgn0020379	1
FBgn0020381	4
FBgn0020385	1
FBgn0020388	4
FBgn0020391	8
FBgn0020412	3
FBgn0020414	15
FBgn0020415	15
FBgn0020416	15
FBgn0020429	11
FBgn0020440	5
FBgn0020443	1
FBgn0020445	14
FBgn0020493	3
FBgn0020503	3
FBgn0020506	2
FBgn0020508	19
FBgn0020509	3
FBgn0020513	1
FBgn0020521	1
FBgn0020545	6
FBgn0020616	1
FBgn0020617	9
FBgn0020620	2
FBgn0020621	5
FBgn0020626	1
FBgn0020637	16
FBgn0020638	16
FBgn0020639	16
FBgn0020640	16
FBgn0020641	16
FBgn0020642	16
FBgn0020643	16
FBgn0020644	16
FBgn0020645	1
FBgn0020653	1
FBgn0020660	2
FBgn0020762	14
FBgn0020764	1
FBgn0020765	16
FBgn0020767	1
FBgn0020906	28
FBgn0020909	1
FBgn0020912	3
FBgn0020930	4
FBgn0021738	1
FBgn0021742	3
FBgn0021750	1
FBgn0021764	6
FBgn0021765	14
FBgn0021767	7
FBgn0021768	1
FBgn0021796	1
FBgn0021875	1
FBgn0021953	2
FBgn0022029	1
FBgn0022097	2
FBgn0022160	2
FBgn0022238	22
FBgn0022355	2
FBgn0022359	1
FBgn0022382	1
FBgn0022699	7
FBgn0022700	15
FBgn0022702	15
FBgn0022709	2
FBgn0022710	12
FBgn0022720	1
FBgn0022724	1
FBgn0022768	2
FBgn0022770	4
FBgn0022772	1
FBgn0022787	1
FBgn0022800	4
FBgn0022935	7
FBgn0022942	1
FBgn0022981	20
FBgn0022984	9
FBgn0022985	9
FBgn0022986	9
FBgn0022987	9
FBgn0023000	13
FBgn0023023	1
FBgn0023076	5
FBgn0023081	4
FBgn0023083	1
FBgn0023090	4
FBgn0023091	4
FBgn0023094	5
FBgn0023095	9
FBgn0023169	7
FBgn0023172	1
FBgn0023174	2
FBgn0023177	2
FBgn0023179	2
FBgn0023197	28
FBgn0023213	2
FBgn0023388	4
FBgn0023395	3
FBgn0023416	12
FBgn0023423	2
FBgn0023441	2
FBgn0023489	9
FBgn0023495	22
FBgn0023496	22
FBgn0023508	4
FBgn0023509	1
FBgn0023511	1
FBgn0023517	1
FBgn0023518	4
FBgn0023523	17
FBgn0023525	20
FBgn0023528	1
FBgn0023530	1
FBgn0023536	1
FBgn0023537	4
FBgn0023540	1
FBgn0023541	51
FBgn0023549	5
FBgn0023550	16
FBgn0024150	12
FBgn0024177	7
FBgn0024179	4
FBgn0024183	2
FBgn0024184	4
FBgn0024187	2
FBgn0024189	15
FBgn0024196	6
FBgn0024222	1
FBgn0024227	2
FBgn0024230	1
FBgn0024234	1
FBgn0024236	3
FBgn0024244	3
FBgn0024245	2
FBgn0024249	4
FBgn0024251	1
FBgn0024277	4
FBgn0024288	6
FBgn0024289	1
FBgn0024291	1
FBgn0024293	14
FBgn0024294	14
FBgn0024315	26
FBgn0024319	20
FBgn0024320	3
FBgn0024321	8
FBgn0024326	3
FBgn0024352	2
FBgn0024360	4
FBgn0024362	1
FBgn0024365	4
FBgn0024371	1
FBgn0024542	3
FBgn0024556	2
FBgn0024732	2
FBgn0024740	22
FBgn0024754	1
FBgn0024807	2
FBgn0024833	2
FBgn0024836	8
FBgn0024846	3
FBgn0024889	3
FBgn0024913	2
FBgn0024921	1
FBgn0024941	2
FBgn0024944	5
FBgn0024957	1
FBgn0024958	1
FBgn0024963	2
FBgn0024975	3
FBgn0024980	1
FBgn0024983	1
FBgn0024986	2
FBgn0024987	9
FBgn0024991	1
FBgn0024992	1
FBgn0024994	1
FBgn0024995	7
FBgn0024997	2
FBgn0025109	1
FBgn0025111	1
FBgn0025115	5
FBgn0025117	1
FBgn0025185	9
FBgn0025186	2
FBgn0025334	9
FBgn0025360	2
FBgn0025378	6
FBgn0025381	1
FBgn0025382	5
FBgn0025383	10
FBgn0025387	1
FBgn0025388	1
FBgn0025394	2
FBgn0025454	51
FBgn0025455	4
FBgn0025457	2
FBgn0025525	22
FBgn0025571	9
FBgn0025573	9
FBgn0025578	1
FBgn0025583	2
FBgn0025592	3
FBgn0025595	2
FBgn0025608	1
FBgn0025620	37
FBgn0025625	7
FBgn0025628	2
FBgn0025630	1
FBgn0025631	2
FBgn0025632	2
FBgn0025633	4
FBgn0025635	2
FBgn0025637	5
FBgn0025638	2
FBgn0025640	1
FBgn0025641	3
FBgn0025642	5
FBgn0025674	4
FBgn0025678	3
FBgn0025679	5
FBgn0025680	1
FBgn0025682	2
FBgn0025683	14
FBgn0025684	26
FBgn0025692	4
FBgn0025693	4
FBgn0025697	13
FBgn0025702	2
FBgn0025709	1
FBgn0025716	1
FBgn0025740	1
FBgn0025741	1
FBgn0025742	4
FBgn0025743	2
FBgn0025776	10
FBgn0025790	4
FBgn0025800	3
FBgn0025802	4
FBgn0025806	6
FBgn0025814	2
FBgn0025821	1
FBgn0025825	1
FBgn0025827	4
FBgn0025832	1
FBgn0025835	18
FBgn0025836	4
FBgn0025837	3
FBgn0025839	1
FBgn0025864	4
FBgn0025865	1
FBgn0025866	2
FBgn0025874	3
FBgn0025878	17
FBgn0026015	1
FBgn0026056	2
FBgn0026058	4
FBgn0026060	1
FBgn0026061	1
FBgn0026063	7
FBgn0026064	7
FBgn0026077	4
FBgn0026080	4
FBgn0026086	1
FBgn0026136	17
FBgn0026141	2
FBgn0026147	8
FBgn0026150	1
FBgn0026160	1
FBgn0026174	5
FBgn0026175	5
FBgn0026176	5
FBgn0026179	3
FBgn0026181	4
FBgn0026189	2
FBgn0026190	24
FBgn0026199	2
FBgn0026206	4
FBgn0026238	1
FBgn0026255	11
FBgn0026268	8
FBgn0026309	1
FBgn0026313	1
FBgn0026314	19
FBgn0026315	19
FBgn0026316	9
FBgn0026319	2
FBgn0026320	1
FBgn0026323	7
FBgn0026324	1
FBgn0026361	4
FBgn0026369	2
FBgn0026370	2
FBgn0026371	1
FBgn0026374	2
FBgn0026375	2
FBgn0026376	3
FBgn0026378	1
FBgn0026379	2
FBgn0026384	17
FBgn0026385	3
FBgn0026386	8
FBgn0026388	3
FBgn0026389	2
FBgn0026390	17
FBgn0026391	17
FBgn0026392	17
FBgn0026393	17
FBgn0026394	8
FBgn0026395	17
FBgn0026396	8
FBgn0026397	17
FBgn0026398	17
FBgn0026399	1
FBgn0026402	2
FBgn0026404	4
FBgn0026409	1
FBgn0026411	6
FBgn0026415	15
FBgn0026428	1
FBgn0026430	3
