Ensembl.Gene.ID	Paralogs.Number
WBGene00000528	5
WBGene00000529	5
WBGene00000530	5
WBGene00000531	5
WBGene00000532	5
WBGene00000533	5
WBGene00000534	2
WBGene00000535	2
WBGene00000539	2
WBGene00000540	2
WBGene00000541	2
WBGene00000542	5
WBGene00000543	7
WBGene00000544	5
WBGene00000545	5
WBGene00000546	5
WBGene00000547	5
WBGene00000548	1
WBGene00000549	2
WBGene00000552	6
WBGene00000553	3
WBGene00000554	4
WBGene00000561	2
WBGene00000562	7
WBGene00000563	7
WBGene00000565	2
WBGene00000566	2
WBGene00000567	1
WBGene00000583	1
WBGene00000584	3
WBGene00000591	1
WBGene00000592	2
WBGene00000593	36
WBGene00000594	36
WBGene00000596	39
WBGene00000597	39
WBGene00000598	36
WBGene00000599	12
WBGene00000601	38
WBGene00000602	38
WBGene00000603	38
WBGene00000608	39
WBGene00000609	38
WBGene00000610	36
WBGene00000611	36
WBGene00000612	39
WBGene00000613	38
WBGene00000614	3
WBGene00000615	39
WBGene00000616	39
WBGene00000617	38
WBGene00000618	39
WBGene00000620	36
WBGene00000621	36
WBGene00000622	1
WBGene00000623	2
WBGene00000624	1
WBGene00000625	38
WBGene00000626	39
WBGene00000627	39
WBGene00000628	39
WBGene00000629	1
WBGene00000630	1
WBGene00000631	39
WBGene00000632	39
WBGene00000633	3
WBGene00000634	26
WBGene00000636	39
WBGene00000637	12
WBGene00000638	39
WBGene00000639	26
WBGene00000640	26
WBGene00000641	39
WBGene00000644	38
WBGene00000645	39
WBGene00000646	2
WBGene00000647	36
WBGene00000648	26
WBGene00000649	38
WBGene00000650	26
WBGene00000651	26
WBGene00000652	2
WBGene00000653	38
WBGene00000654	38
WBGene00000655	39
WBGene00000656	39
WBGene00000657	1
WBGene00000658	38
WBGene00000659	26
WBGene00000660	38
WBGene00000661	3
WBGene00000663	39
WBGene00000664	12
WBGene00000665	39
WBGene00000666	39
WBGene00000667	36
WBGene00000668	36
WBGene00000669	36
WBGene00000670	36
WBGene00000671	36
WBGene00000672	36
WBGene00000673	36
WBGene00000674	2
WBGene00000675	38
WBGene00000676	39
WBGene00000678	26
WBGene00000679	36
WBGene00000680	39
WBGene00000681	39
WBGene00000682	36
WBGene00000683	36
WBGene00000684	36
WBGene00000685	39
WBGene00000687	26
WBGene00000688	36
WBGene00000690	39
WBGene00000691	36
WBGene00000692	12
WBGene00000693	36
WBGene00000694	38
WBGene00000695	26
WBGene00000696	36
WBGene00000697	26
WBGene00000698	36
WBGene00000699	36
WBGene00000700	12
WBGene00000701	12
WBGene00000702	26
WBGene00000703	39
WBGene00000704	39
WBGene00000705	26
WBGene00000706	26
WBGene00000707	36
WBGene00000708	2
WBGene00000710	38
WBGene00000711	38
WBGene00000712	36
WBGene00000713	39
WBGene00000714	39
WBGene00000715	39
WBGene00000716	39
WBGene00000717	12
WBGene00000718	12
WBGene00000719	39
WBGene00000720	39
WBGene00000721	12
WBGene00000722	12
WBGene00000723	12
WBGene00000724	3
WBGene00000725	26
WBGene00000726	26
WBGene00000727	36
WBGene00000728	36
WBGene00000729	39
WBGene00000730	36
WBGene00000731	26
WBGene00000732	38
WBGene00000733	38
WBGene00000734	39
WBGene00000735	39
WBGene00000737	26
WBGene00000738	38
WBGene00000739	38
WBGene00000740	38
WBGene00000741	38
WBGene00000742	38
WBGene00000743	38
WBGene00000744	38
WBGene00000745	38
WBGene00000746	38
WBGene00000747	38
WBGene00000748	39
WBGene00000749	12
WBGene00000750	26
WBGene00000751	38
WBGene00000752	1
WBGene00000753	38
WBGene00000754	38
WBGene00000755	26
WBGene00000756	36
WBGene00000757	39
WBGene00000758	36
WBGene00000759	38
WBGene00000760	12
WBGene00000768	1
WBGene00000770	3
WBGene00000771	3
WBGene00000772	3
WBGene00000773	2
WBGene00000774	3
WBGene00000776	4
WBGene00000777	3
WBGene00000778	3
WBGene00000779	3
WBGene00000780	3
WBGene00000781	13
WBGene00000782	13
WBGene00000783	13
WBGene00000784	13
WBGene00000785	13
WBGene00000786	13
WBGene00000788	13
WBGene00000789	13
WBGene00000792	3
WBGene00000795	2
WBGene00000797	3
WBGene00000799	2
WBGene00000802	1
WBGene00000803	1
WBGene00000812	30
WBGene00000813	1
WBGene00000814	2
WBGene00000818	2
WBGene00000819	3
WBGene00000820	3
WBGene00000821	3
WBGene00000830	2
WBGene00000831	2
WBGene00000832	2
WBGene00000836	5
WBGene00000837	5
WBGene00000838	5
WBGene00000839	5
WBGene00000840	5
WBGene00000841	5
WBGene00000843	1
WBGene00000845	2
WBGene00000851	23
WBGene00000853	23
WBGene00000857	1
WBGene00000858	1
WBGene00000859	1
WBGene00000860	1
WBGene00000863	6
WBGene00000864	1
WBGene00000865	5
WBGene00000866	5
WBGene00000867	5
WBGene00000868	5
WBGene00000870	5
WBGene00000871	5
WBGene00000872	3
WBGene00000874	2
WBGene00000875	3
WBGene00000876	4
WBGene00000877	5
WBGene00000878	5
WBGene00000879	5
WBGene00000880	10
WBGene00000881	10
WBGene00000882	10
WBGene00000883	5
WBGene00000884	10
WBGene00000885	10
WBGene00000886	10
WBGene00000887	10
WBGene00000888	10
WBGene00000889	5
WBGene00000890	10
WBGene00000891	10
WBGene00000892	10
WBGene00000897	1
WBGene00000898	4
WBGene00000899	5
WBGene00000902	27
WBGene00000904	5
WBGene00000905	25
WBGene00000907	33
WBGene00000908	33
WBGene00000910	5
WBGene00000912	2
WBGene00000913	3
WBGene00000915	2
WBGene00000920	5
WBGene00000928	4
WBGene00000929	1
WBGene00000934	3
WBGene00000939	2
WBGene00000942	2
WBGene00000950	15
WBGene00000951	40
WBGene00000952	15
WBGene00000955	40
WBGene00000958	4
WBGene00000959	4
WBGene00000960	4
WBGene00000961	2
WBGene00000962	1
WBGene00000963	2
WBGene00000964	2
WBGene00000965	9
WBGene00000966	3
WBGene00000967	3
WBGene00000968	3
WBGene00000969	6
WBGene00000970	1
WBGene00000971	9
WBGene00000972	9
WBGene00000973	2
WBGene00000974	31
WBGene00000975	10
WBGene00000976	31
WBGene00000977	31
WBGene00000978	31
WBGene00000979	3
WBGene00000980	9
WBGene00000981	1
WBGene00000982	3
WBGene00000983	3
WBGene00000984	31
WBGene00000985	9
WBGene00000986	31
WBGene00000987	9
WBGene00000988	31
WBGene00000989	2
WBGene00000990	6
WBGene00000991	3
WBGene00000992	3
WBGene00000993	3
WBGene00000996	2
WBGene00000998	1
WBGene00001000	1
WBGene00001001	1
WBGene00001005	4
WBGene00001006	3
WBGene00001008	7
WBGene00001017	1
WBGene00001019	2
WBGene00001020	1
WBGene00001023	2
WBGene00001025	1
WBGene00001026	2
WBGene00001028	2
WBGene00001029	1
WBGene00001030	2
WBGene00001031	2
WBGene00001032	2
WBGene00001036	2
WBGene00001037	2
WBGene00001038	2
WBGene00001040	1
WBGene00001042	2
WBGene00001043	3
WBGene00001044	2
WBGene00001045	4
WBGene00001046	1
WBGene00001049	2
WBGene00001050	1
WBGene00001051	1
WBGene00001052	7
WBGene00001053	5
WBGene00001054	2
WBGene00001055	2
WBGene00001056	2
WBGene00001057	2
WBGene00001058	2
WBGene00001059	2
WBGene00001062	28
WBGene00001063	23
WBGene00001064	2
WBGene00001065	2
WBGene00001066	36
WBGene00001067	39
WBGene00001069	26
WBGene00001070	26
WBGene00001071	2
WBGene00001072	2
WBGene00001074	36
WBGene00001075	38
WBGene00001076	26
WBGene00001077	5
WBGene00001082	3
WBGene00001086	1
WBGene00001089	1
WBGene00001090	2
WBGene00001096	2
WBGene00001101	2
WBGene00001102	2
WBGene00001103	7
WBGene00001104	7
WBGene00001105	7
WBGene00001106	2
WBGene00001107	7
WBGene00001108	7
WBGene00001109	7
WBGene00001110	2
WBGene00001112	2
WBGene00001113	1
WBGene00001115	1
WBGene00001131	1
WBGene00001132	4
WBGene00001133	40
WBGene00001135	54
WBGene00001136	24
WBGene00001137	4
WBGene00001145	3
WBGene00001149	1
WBGene00001150	6
WBGene00001151	8
WBGene00001152	8
WBGene00001153	8
WBGene00001154	8
WBGene00001155	8
WBGene00001156	8
WBGene00001157	6
WBGene00001158	6
WBGene00001159	2
WBGene00001161	1
WBGene00001162	1
WBGene00001163	2
WBGene00001164	2
WBGene00001166	1
WBGene00001167	1
WBGene00001168	1
WBGene00001169	1
WBGene00001171	7
WBGene00001172	3
WBGene00001173	3
WBGene00001174	2
WBGene00001175	17
WBGene00001177	2
WBGene00001179	3
WBGene00001182	1
WBGene00001186	4
WBGene00001187	4
WBGene00001188	2
WBGene00001189	2
WBGene00001190	30
WBGene00001194	1
WBGene00001196	9
WBGene00001202	4
WBGene00001204	6
WBGene00001214	3
WBGene00001215	1
WBGene00001223	4
WBGene00001224	3
WBGene00001229	2
WBGene00001236	2
WBGene00001237	2
WBGene00001239	7
WBGene00001240	7
WBGene00001241	7
WBGene00001242	7
WBGene00001243	7
WBGene00001244	7
WBGene00001245	7
WBGene00001247	7
WBGene00001249	4
WBGene00001250	4
WBGene00001251	3
WBGene00001252	4
WBGene00001253	4
WBGene00001258	1
WBGene00001263	1
WBGene00001310	3
WBGene00001311	3
WBGene00001320	6
WBGene00001328	3
WBGene00001329	1
WBGene00001331	1
WBGene00001332	3
WBGene00001333	2
WBGene00001335	1
WBGene00001337	1
WBGene00001340	1
WBGene00001358	6
WBGene00001365	1
WBGene00001366	2
WBGene00001368	4
WBGene00001371	1
WBGene00001373	28
WBGene00001374	5
WBGene00001385	5
WBGene00001386	5
WBGene00001387	5
WBGene00001388	5
WBGene00001389	5
WBGene00001390	5
WBGene00001393	1
WBGene00001394	1
WBGene00001395	1
WBGene00001396	1
WBGene00001397	2
WBGene00001398	2
WBGene00001399	2
WBGene00001400	9
WBGene00001401	8
WBGene00001402	8
WBGene00001403	1
WBGene00001412	2
WBGene00001414	1
WBGene00001424	1
WBGene00001425	1
WBGene00001426	4
WBGene00001427	2
WBGene00001428	4
WBGene00001429	4
WBGene00001430	4
WBGene00001431	2
WBGene00001432	4
WBGene00001433	2
WBGene00001434	4
WBGene00001435	2
WBGene00001436	2
WBGene00001437	2
WBGene00001438	4
WBGene00001439	4
WBGene00001441	4
WBGene00001442	2
WBGene00001443	2
WBGene00001444	1
WBGene00001449	1
WBGene00001456	1
WBGene00001460	1
WBGene00001465	15
WBGene00001468	1
WBGene00001470	3
WBGene00001475	3
WBGene00001476	6
WBGene00001477	6
WBGene00001478	6
WBGene00001479	6
WBGene00001480	6
WBGene00001481	3
WBGene00001482	16
WBGene00001484	2
WBGene00001485	1
WBGene00001487	30
WBGene00001488	3
WBGene00001489	3
WBGene00001490	3
WBGene00001492	2
WBGene00001493	2
WBGene00001496	1
WBGene00001498	1
WBGene00001499	2
WBGene00001500	1
WBGene00001501	1
WBGene00001502	2
WBGene00001505	4
WBGene00001506	23
WBGene00001507	4
WBGene00001510	1
WBGene00001511	1
WBGene00001512	8
WBGene00001515	1
WBGene00001516	1
WBGene00001517	2
WBGene00001518	2
WBGene00001519	2
WBGene00001520	1
WBGene00001522	1
WBGene00001523	1
WBGene00001526	2
WBGene00001528	33
WBGene00001529	33
WBGene00001530	33
WBGene00001531	33
WBGene00001532	33
WBGene00001533	33
WBGene00001534	33
WBGene00001535	33
WBGene00001536	33
WBGene00001537	33
WBGene00001538	33
WBGene00001539	33
WBGene00001540	33
WBGene00001541	33
WBGene00001542	33
WBGene00001543	33
WBGene00001544	33
WBGene00001545	33
WBGene00001546	33
WBGene00001547	33
WBGene00001548	33
WBGene00001549	33
WBGene00001550	33
WBGene00001551	33
WBGene00001552	33
WBGene00001553	33
WBGene00001554	33
WBGene00001555	33
WBGene00001556	33
WBGene00001557	33
WBGene00001558	1
WBGene00001559	1
WBGene00001561	2
WBGene00001562	3
WBGene00001565	2
WBGene00001569	2
WBGene00001575	1
WBGene00001577	6
WBGene00001578	39
WBGene00001581	1
WBGene00001582	2
WBGene00001583	1
WBGene00001585	1
WBGene00001586	28
WBGene00001587	28
WBGene00001588	28
WBGene00001591	8
WBGene00001592	8
WBGene00001593	8
WBGene00001594	8
WBGene00001595	7
WBGene00001596	7
WBGene00001598	11
WBGene00001599	11
WBGene00001600	11
WBGene00001601	11
WBGene00001602	4
WBGene00001603	4
WBGene00001604	4
WBGene00001606	4
WBGene00001607	4
WBGene00001609	3
WBGene00001612	5
WBGene00001613	5
WBGene00001614	5
WBGene00001615	5
WBGene00001616	5
WBGene00001617	5
WBGene00001618	3
WBGene00001619	3
WBGene00001620	5
WBGene00001621	5
WBGene00001622	5
WBGene00001623	5
WBGene00001624	5
WBGene00001625	5
WBGene00001626	19
WBGene00001628	7
WBGene00001629	7
WBGene00001630	7
WBGene00001631	7
WBGene00001632	7
WBGene00001635	7
WBGene00001636	7
WBGene00001637	2
WBGene00001638	2
WBGene00001639	2
WBGene00001640	19
WBGene00001641	19
WBGene00001642	19
WBGene00001643	19
WBGene00001644	19
WBGene00001646	1
WBGene00001647	1
WBGene00001648	9
WBGene00001649	2
WBGene00001651	2
WBGene00001663	9
WBGene00001664	9
WBGene00001665	9
WBGene00001666	9
WBGene00001667	9
WBGene00001668	9
WBGene00001669	9
WBGene00001670	9
WBGene00001671	9
WBGene00001672	9
WBGene00001673	9
WBGene00001674	9
WBGene00001675	9
WBGene00001676	9
WBGene00001677	9
WBGene00001678	9
WBGene00001679	2
WBGene00001680	2
WBGene00001683	3
WBGene00001684	3
WBGene00001685	3
WBGene00001686	3
WBGene00001690	11
WBGene00001691	11
WBGene00001692	1
WBGene00001693	1
WBGene00001694	1
WBGene00001695	4
WBGene00001696	10
WBGene00001697	4
WBGene00001698	4
WBGene00001699	1
WBGene00001700	11
WBGene00001701	4
WBGene00001702	1
WBGene00001703	1
WBGene00001704	4
WBGene00001708	1
WBGene00001709	1
WBGene00001710	11
WBGene00001711	11
WBGene00001712	11
WBGene00001713	11
WBGene00001714	11
WBGene00001715	11
WBGene00001716	11
WBGene00001717	11
WBGene00001718	11
WBGene00001719	11
WBGene00001721	11
WBGene00001722	11
WBGene00001735	5
WBGene00001736	5
WBGene00001737	5
WBGene00001738	5
WBGene00001739	5
WBGene00001743	3
WBGene00001745	9
WBGene00001746	6
WBGene00001747	29
WBGene00001748	29
WBGene00001749	3
WBGene00001750	35
WBGene00001751	35
WBGene00001752	35
WBGene00001753	35
WBGene00001754	35
WBGene00001755	35
WBGene00001756	35
WBGene00001757	35
WBGene00001758	3
WBGene00001759	35
WBGene00001760	35
WBGene00001761	35
WBGene00001762	35
WBGene00001763	35
WBGene00001764	35
WBGene00001765	35
WBGene00001766	35
WBGene00001767	35
WBGene00001768	35
WBGene00001769	35
WBGene00001770	35
WBGene00001771	3
WBGene00001772	35
WBGene00001773	3
WBGene00001774	35
WBGene00001775	35
WBGene00001776	35
WBGene00001777	35
WBGene00001778	35
WBGene00001779	35
WBGene00001780	35
WBGene00001781	35
WBGene00001782	35
WBGene00001783	35
WBGene00001784	35
WBGene00001785	35
WBGene00001786	35
WBGene00001787	35
WBGene00001788	35
WBGene00001789	3
WBGene00001790	2
WBGene00001791	2
WBGene00001792	4
WBGene00001795	2
WBGene00001796	2
WBGene00001803	1
WBGene00001804	1
WBGene00001805	1
WBGene00001806	1
WBGene00001811	7
WBGene00001812	7
WBGene00001813	7
WBGene00001814	7
WBGene00001815	1
WBGene00001816	7
WBGene00001817	7
WBGene00001818	7
WBGene00001819	7
WBGene00001821	7
WBGene00001827	2
WBGene00001828	38
WBGene00001829	1
WBGene00001830	1
WBGene00001831	3
WBGene00001834	2
WBGene00001835	2
WBGene00001836	2
WBGene00001837	4
WBGene00001838	4
WBGene00001839	4
WBGene00001851	2
WBGene00001852	6
WBGene00001853	6
WBGene00001854	6
WBGene00001855	6
WBGene00001856	6
WBGene00001857	6
WBGene00001860	2
WBGene00001862	2
WBGene00001863	4
WBGene00001865	3
WBGene00001867	4
WBGene00001875	15
WBGene00001876	18
WBGene00001877	8
WBGene00001878	15
WBGene00001879	15
WBGene00001880	18
WBGene00001881	8
WBGene00001882	15
WBGene00001883	18
WBGene00001884	15
WBGene00001885	15
WBGene00001886	8
WBGene00001887	18
WBGene00001888	15
WBGene00001889	15
WBGene00001890	8
WBGene00001891	18
WBGene00001892	15
WBGene00001893	8
WBGene00001894	15
WBGene00001895	8
WBGene00001896	15
WBGene00001898	6
WBGene00001899	18
WBGene00001900	15
WBGene00001901	18
WBGene00001902	15
WBGene00001903	15
WBGene00001904	8
WBGene00001905	15
WBGene00001906	18
WBGene00001907	8
WBGene00001908	15
WBGene00001909	8
WBGene00001911	15
WBGene00001912	15
WBGene00001913	15
WBGene00001914	18
WBGene00001916	18
WBGene00001917	8
WBGene00001918	15
WBGene00001919	18
WBGene00001920	15
WBGene00001921	8
WBGene00001922	15
WBGene00001923	18
WBGene00001924	15
WBGene00001925	8
WBGene00001926	15
WBGene00001927	8
WBGene00001928	15
WBGene00001929	18
WBGene00001930	15
WBGene00001931	8
WBGene00001932	15
WBGene00001933	18
WBGene00001934	15
WBGene00001935	8
WBGene00001936	15
WBGene00001937	18
WBGene00001938	15
WBGene00001939	8
WBGene00001940	15
WBGene00001941	15
WBGene00001942	8
WBGene00001943	18
WBGene00001944	18
WBGene00001945	18
WBGene00001947	3
WBGene00001950	1
WBGene00001953	1
WBGene00001958	1
WBGene00001959	1
WBGene00001960	3
WBGene00001961	3
WBGene00001963	20
WBGene00001964	4
WBGene00001965	4
WBGene00001966	4
WBGene00001967	4
WBGene00001968	4
WBGene00001971	3
WBGene00001973	3
WBGene00001974	3
WBGene00001978	2
WBGene00001979	1
WBGene00001980	3
WBGene00001984	11
WBGene00001985	2
WBGene00001986	5
WBGene00001987	5
WBGene00001988	5
WBGene00001989	5
WBGene00001993	1
WBGene00001994	4
WBGene00001996	2
WBGene00002005	3
WBGene00002007	3
WBGene00002008	3
WBGene00002011	16
WBGene00002012	16
WBGene00002013	16
WBGene00002015	16
WBGene00002016	16
WBGene00002017	16
WBGene00002018	16
WBGene00002019	16
WBGene00002020	16
WBGene00002021	16
WBGene00002023	16
WBGene00002024	16
WBGene00002026	3
WBGene00002028	2
WBGene00002030	2
WBGene00002032	2
WBGene00002033	2
WBGene00002036	5
WBGene00002037	5
WBGene00002039	5
WBGene00002040	5
WBGene00002041	5
WBGene00002043	2
WBGene00002044	2
WBGene00002048	8
WBGene00002050	6
WBGene00002051	6
WBGene00002052	6
WBGene00002053	6
WBGene00002054	6
WBGene00002055	4
WBGene00002056	4
WBGene00002057	4
WBGene00002058	4
WBGene00002059	4
WBGene00002060	4
WBGene00002061	4
WBGene00002062	4
WBGene00002063	4
WBGene00002064	1
WBGene00002065	1
WBGene00002067	4
WBGene00002070	1
WBGene00002071	1
WBGene00002072	3
WBGene00002073	3
WBGene00002074	3
WBGene00002081	1
WBGene00002083	4
WBGene00002087	5
WBGene00002088	5
WBGene00002089	5
WBGene00002090	5
WBGene00002091	5
WBGene00002103	1
WBGene00002105	1
WBGene00002106	1
WBGene00002107	1
WBGene00002108	1
WBGene00002112	1
WBGene00002113	1
WBGene00002116	1
WBGene00002123	24
WBGene00002124	24
WBGene00002125	24
WBGene00002127	24
WBGene00002128	24
WBGene00002129	24
WBGene00002130	24
WBGene00002131	24
WBGene00002132	24
WBGene00002133	24
WBGene00002134	24
WBGene00002135	24
WBGene00002136	24
WBGene00002137	24
WBGene00002138	24
WBGene00002139	24
WBGene00002140	24
WBGene00002141	24
WBGene00002142	24
WBGene00002143	24
WBGene00002144	24
WBGene00002146	1
WBGene00002147	1
WBGene00002148	7
WBGene00002149	1
WBGene00002150	1
WBGene00002173	1
WBGene00002174	2
WBGene00002177	8
WBGene00002178	8
WBGene00002183	2
WBGene00002184	3
WBGene00002185	3
WBGene00002186	6
WBGene00002187	8
WBGene00002188	8
WBGene00002189	3
WBGene00002193	30
WBGene00002194	30
WBGene00002195	21
WBGene00002198	30
WBGene00002199	21
WBGene00002200	21
WBGene00002202	60
WBGene00002203	60
WBGene00002204	4
WBGene00002205	21
WBGene00002206	30
WBGene00002207	3
WBGene00002208	30
WBGene00002210	5
WBGene00002211	21
WBGene00002212	30
WBGene00002213	3
WBGene00002214	1
WBGene00002215	1
WBGene00002216	3
WBGene00002217	7
WBGene00002218	7
WBGene00002222	7
WBGene00002223	3
WBGene00002224	3
WBGene00002225	3
WBGene00002226	3
WBGene00002227	3
WBGene00002228	7
WBGene00002229	3
WBGene00002230	7
WBGene00002232	3
WBGene00002233	2
WBGene00002234	2
WBGene00002235	2
WBGene00002239	7
WBGene00002240	7
WBGene00002242	5
WBGene00002243	3
WBGene00002244	11
WBGene00002246	2
WBGene00002247	3
WBGene00002248	3
WBGene00002249	1
WBGene00002250	1
WBGene00002251	1
WBGene00002252	1
WBGene00002253	3
WBGene00002254	3
WBGene00002255	3
WBGene00002256	3
WBGene00002257	4
WBGene00002258	4
WBGene00002259	4
WBGene00002260	4
WBGene00002263	1
WBGene00002264	6
WBGene00002265	6
WBGene00002266	6
WBGene00002267	6
WBGene00002268	6
WBGene00002270	3
WBGene00002271	3
WBGene00002272	3
WBGene00002273	3
WBGene00002280	1
WBGene00002282	11
WBGene00002297	1
WBGene00002299	3
WBGene00002335	4
WBGene00002344	2
WBGene00002348	7
WBGene00002363	2
WBGene00002393	4
WBGene00002497	1
WBGene00002583	1
WBGene00002601	4
WBGene00002632	2
WBGene00002637	3
WBGene00002694	4
WBGene00002717	2
WBGene00002783	1
WBGene00002891	6
WBGene00002915	2
WBGene00002974	9
WBGene00002975	9
WBGene00002976	1
WBGene00002977	2
WBGene00002980	1
WBGene00002981	1
WBGene00002983	1
WBGene00002987	6
WBGene00002988	6
WBGene00002989	6
WBGene00002990	7
WBGene00002991	3
WBGene00002994	1
WBGene00002997	16
WBGene00003000	6
WBGene00003001	3
WBGene00003006	4
WBGene00003007	2
WBGene00003009	1
WBGene00003010	1
WBGene00003012	2
WBGene00003017	2
WBGene00003018	2
WBGene00003025	1
