Ensembl.Gene.ID	Rank
WBGene00003548	2
WBGene00007904	2
WBGene00003567	2
WBGene00015928	2
WBGene00010075	2
WBGene00011439	2
WBGene00020838	2
WBGene00010028	2
WBGene00007625	2
WBGene00000100	2
WBGene00003123	2
WBGene00022365	2
WBGene00022367	2
WBGene00011348	2
WBGene00009885	2
WBGene00009908	2
WBGene00003385	2
WBGene00003384	2
WBGene00019249	2
WBGene00006752	2
WBGene00004958	2
WBGene00013382	2
WBGene00016621	2
WBGene00020596	2
WBGene00020030	2
WBGene00022618	2
WBGene00013176	2
WBGene00007534	2
WBGene00016678	2
WBGene00005022	2
WBGene00015176	2
WBGene00013693	2
WBGene00003002	2
WBGene00009065	2
WBGene00009329	2
WBGene00006524	2
WBGene00000431	2
WBGene00012648	2
WBGene00044077	2
WBGene00001022	2
WBGene00004927	2
WBGene00013354	2
WBGene00020348	2
WBGene00003061	2
WBGene00009784	2
WBGene00012755	2
WBGene00007018	2
WBGene00009444	2
WBGene00011892	2
WBGene00017663	2
WBGene00020111	2
WBGene00021156	2
WBGene00011270	2
WBGene00008639	2
WBGene00012647	2
WBGene00019300	2
WBGene00016922	2
WBGene00007384	2
WBGene00019877	2
WBGene00077500	2
WBGene00011069	2
WBGene00003102	2
WBGene00019716	2
WBGene00022057	2
WBGene00000857	2
WBGene00015485	2
WBGene00017283	2
WBGene00001182	2
WBGene00020295	2
WBGene00009064	2
WBGene00021304	2
WBGene00022465	2
WBGene00009681	2
WBGene00016440	2
WBGene00013958	2
WBGene00001018	2
WBGene00021436	2
WBGene00008078	2
WBGene00012697	2
WBGene00020196	2
WBGene00022766	2
WBGene00019609	2
WBGene00007223	2
WBGene00015754	2
WBGene00003052	2
WBGene00007628	2
WBGene00009732	2
WBGene00000474	2
WBGene00006745	2
WBGene00015148	2
WBGene00020068	2
WBGene00008531	2
WBGene00001411	2
WBGene00013513	2
WBGene00000894	2
WBGene00001820	2
WBGene00021945	2
WBGene00015425	2
WBGene00001552	2
WBGene00001550	2
WBGene00004507	2
WBGene00020509	2
WBGene00008366	2
WBGene00022203	2
WBGene00011033	2
WBGene00019504	2
WBGene00014201	2
WBGene00022682	2
WBGene00000917	2
WBGene00003015	2
WBGene00021689	2
WBGene00001554	2
WBGene00003848	2
WBGene00008041	2
WBGene00001528	2
WBGene00007536	2
WBGene00022464	2
WBGene00019328	2
WBGene00018160	2
WBGene00011672	2
WBGene00008810	2
WBGene00013601	2
WBGene00000435	2
WBGene00013014	2
WBGene00016192	2
WBGene00017328	2
WBGene00015499	2
WBGene00003477	2
WBGene00011503	2
WBGene00018892	2
WBGene00013599	2
WBGene00017025	2
WBGene00022434	2
WBGene00045063	2
WBGene00006442	2
WBGene00010111	2
WBGene00002978	2
WBGene00004862	2
WBGene00009882	2
WBGene00017771	2
WBGene00002998	2
WBGene00004336	2
WBGene00020070	2
WBGene00011501	2
WBGene00010472	2
WBGene00010473	2
WBGene00012987	2
WBGene00016116	2
WBGene00010470	2
WBGene00015648	2
WBGene00044455	2
WBGene00008418	2
WBGene00017532	2
WBGene00017797	2
WBGene00010386	2
WBGene00022167	2
WBGene00019154	2
WBGene00008887	2
WBGene00007100	2
WBGene00000242	2
WBGene00018131	2
WBGene00012606	2
WBGene00000846	2
WBGene00017934	2
WBGene00016446	2
WBGene00015146	2
WBGene00017487	2
WBGene00009668	2
WBGene00010629	2
WBGene00044637	2
WBGene00021626	2
WBGene00015400	2
WBGene00020499	2
WBGene00007234	2
WBGene00022865	2
WBGene00020386	2
WBGene00015043	2
WBGene00000564	2
WBGene00008829	2
WBGene00019471	2
WBGene00011698	2
WBGene00008919	2
WBGene00021131	2
WBGene00006513	2
WBGene00018860	2
WBGene00000295	2
WBGene00006756	2
WBGene00016235	2
WBGene00022138	2
WBGene00044107	2
WBGene00010274	2
WBGene00019674	2
WBGene00009485	2
WBGene00012688	2
WBGene00020436	2
WBGene00019620	2
WBGene00019030	2
WBGene00015801	2
WBGene00021185	2
WBGene00011247	2
WBGene00016793	2
WBGene00012692	2
WBGene00004949	2
WBGene00003772	2
WBGene00002174	2
WBGene00007799	2
WBGene00010589	2
WBGene00012739	2
WBGene00016196	2
WBGene00006754	2
WBGene00008260	2
WBGene00011880	2
WBGene00000083	2
WBGene00013167	2
WBGene00020989	2
WBGene00003397	2
WBGene00004053	2
WBGene00004049	2
WBGene00004050	2
WBGene00044630	2
WBGene00018264	2
WBGene00020796	2
WBGene00008136	2
WBGene00018334	2
WBGene00010139	2
WBGene00018672	2
WBGene00000905	2
WBGene00019595	2
WBGene00003789	2
WBGene00018260	2
WBGene00011009	2
WBGene00077690	2
WBGene00021017	2
WBGene00006820	2
WBGene00007056	2
WBGene00000799	2
WBGene00003828	2
WBGene00017601	2
WBGene00018328	2
WBGene00016798	2
WBGene00022459	2
WBGene00007387	2
WBGene00006462	2
WBGene00009078	2
WBGene00002990	2
WBGene00019424	2
WBGene00013265	2
WBGene00003170	2
WBGene00077701	2
WBGene00017089	2
WBGene00000938	2
WBGene00020444	2
WBGene00016611	2
WBGene00018367	2
WBGene00001785	2
WBGene00006575	2
WBGene00001750	2
WBGene00010767	2
WBGene00012890	2
WBGene00008857	2
WBGene00008952	2
WBGene00020827	2
WBGene00006432	2
WBGene00000895	2
WBGene00015866	2
WBGene00019467	2
WBGene00007645	2
WBGene00017284	2
WBGene00014224	2
WBGene00010045	2
WBGene00009484	2
WBGene00007351	2
WBGene00021821	2
WBGene00019530	2
WBGene00012556	2
WBGene00009813	2
WBGene00009895	2
WBGene00006390	2
WBGene00009891	2
WBGene00008027	2
WBGene00009992	2
WBGene00004378	2
WBGene00010272	2
WBGene00006760	2
WBGene00017914	2
WBGene00018906	2
WBGene00015744	2
WBGene00011717	2
WBGene00007022	2
WBGene00015334	2
WBGene00011719	2
WBGene00044440	2
WBGene00011912	2
WBGene00015190	2
WBGene00022872	2
WBGene00016920	2
WBGene00022867	2
WBGene00022868	2
WBGene00006875	2
WBGene00011879	2
WBGene00022817	2
WBGene00020930	2
WBGene00008560	2
WBGene00016190	2
WBGene00018741	2
WBGene00021487	2
WBGene00012518	2
WBGene00021492	2
WBGene00009174	2
WBGene00019546	2
WBGene00011781	2
WBGene00005026	2
WBGene00008293	2
WBGene00185014	2
WBGene00010094	2
WBGene00007252	2
WBGene00003975	2
WBGene00012373	2
WBGene00018514	2
WBGene00019296	2
WBGene00015965	2
WBGene00007070	2
WBGene00010904	2
WBGene00017011	2
WBGene00015286	2
WBGene00008186	2
WBGene00015628	2
WBGene00009323	2
WBGene00007404	2
WBGene00014103	2
WBGene00012143	2
WBGene00014989	2
WBGene00022797	2
WBGene00008821	2
WBGene00206487	2
WBGene00020046	2
WBGene00014102	2
WBGene00013520	2
WBGene00017210	2
WBGene00006410	2
WBGene00019977	2
WBGene00007203	2
WBGene00220250	2
WBGene00007204	2
WBGene00008185	2
WBGene00009340	2
WBGene00017643	2
WBGene00000072	2
WBGene00021176	2
WBGene00018504	2
WBGene00016406	2
WBGene00003787	2
WBGene00013290	2
WBGene00021457	2
WBGene00018842	2
WBGene00020902	2
WBGene00007436	2
WBGene00020168	2
WBGene00012127	2
WBGene00013043	2
WBGene00010264	2
WBGene00020727	2
WBGene00010283	2
WBGene00011578	2
WBGene00012084	2
WBGene00018061	2
WBGene00011053	2
WBGene00008143	2
WBGene00019935	2
WBGene00018371	2
WBGene00020208	2
WBGene00021597	2
WBGene00007561	2
WBGene00021596	2
WBGene00013475	2
WBGene00010712	2
WBGene00001233	2
WBGene00004830	2
WBGene00019280	2
WBGene00044302	2
WBGene00022470	2
WBGene00021312	2
WBGene00022801	2
WBGene00017065	2
WBGene00003026	2
WBGene00016340	2
WBGene00016335	2
WBGene00021160	2
WBGene00003956	2
WBGene00004790	2
WBGene00001578	2
WBGene00019867	2
WBGene00010480	2
WBGene00011139	2
WBGene00008415	2
WBGene00022178	2
WBGene00008348	2
WBGene00003798	2
WBGene00013804	2
WBGene00019128	2
WBGene00010496	2
WBGene00017702	2
WBGene00001162	2
WBGene00044065	2
WBGene00016269	2
WBGene00018431	2
WBGene00007691	2
WBGene00014256	2
WBGene00016207	2
WBGene00015349	2
WBGene00021741	2
WBGene00020891	2
WBGene00017719	2
WBGene00019996	2
WBGene00006463	2
WBGene00001520	2
WBGene00016550	2
WBGene00015113	2
WBGene00007693	2
WBGene00022574	2
WBGene00009366	2
WBGene00022570	2
WBGene00011486	2
WBGene00022567	2
WBGene00015914	2
WBGene00012578	2
WBGene00016549	2
WBGene00000058	2
WBGene00008426	2
WBGene00016751	2
WBGene00020193	2
WBGene00013925	2
WBGene00015204	2
WBGene00013082	2
WBGene00007606	2
WBGene00015266	2
WBGene00022499	2
WBGene00010872	2
WBGene00044070	2
WBGene00001403	2
WBGene00008439	2
WBGene00001008	2
WBGene00006541	2
WBGene00001061	2
WBGene00018986	2
WBGene00020321	2
WBGene00010082	2
WBGene00017279	2
WBGene00018159	2
WBGene00008121	2
WBGene00007923	2
WBGene00011123	2
WBGene00001235	2
WBGene00006064	2
WBGene00016395	2
WBGene00013433	2
WBGene00006741	2
WBGene00017014	2
WBGene00017778	2
WBGene00016725	2
WBGene00016726	2
WBGene00021563	2
WBGene00006068	2
WBGene00010303	2
WBGene00006790	2
WBGene00022307	2
WBGene00003107	2
WBGene00017304	2
WBGene00011969	2
WBGene00011975	2
WBGene00011673	2
WBGene00017316	2
WBGene00017124	2
WBGene00020256	2
WBGene00013080	2
WBGene00016990	2
WBGene00006934	2
WBGene00001365	2
WBGene00001371	2
WBGene00009155	2
WBGene00010678	2
WBGene00003518	2
WBGene00006720	2
WBGene00021528	2
WBGene00022233	2
WBGene00004891	2
WBGene00021202	2
WBGene00000289	2
WBGene00000235	2
WBGene00016106	2
WBGene00008457	2
WBGene00018150	2
WBGene00008127	2
WBGene00000502	2
WBGene00022076	2
WBGene00013765	2
WBGene00015310	2
WBGene00010581	2
WBGene00002245	2
WBGene00016393	2
WBGene00013318	2
WBGene00011611	2
WBGene00013365	2
WBGene00012208	2
WBGene00000816	2
WBGene00011454	2
WBGene00015353	2
WBGene00004387	2
WBGene00013434	2
WBGene00009201	2
WBGene00010675	2
WBGene00045379	2
WBGene00020909	2
WBGene00013083	2
WBGene00008297	2
WBGene00015484	2
WBGene00015241	2
WBGene00000208	2
WBGene00021562	2
WBGene00018774	2
WBGene00008860	2
WBGene00017320	2
WBGene00002235	2
WBGene00020762	2
WBGene00022808	2
WBGene00013268	2
WBGene00020306	2
WBGene00019015	2
WBGene00020311	2
WBGene00020674	2
WBGene00020309	2
WBGene00019766	2
WBGene00002046	2
WBGene00011878	2
WBGene00004026	2
WBGene00012815	2
WBGene00004025	2
WBGene00015773	2
WBGene00077688	2
WBGene00009439	2
WBGene00000797	2
WBGene00006667	2
WBGene00021960	2
WBGene00015583	2
WBGene00016251	2
WBGene00018205	2
WBGene00006477	2
WBGene00012573	2
WBGene00004795	2
WBGene00017003	2
WBGene00016253	2
WBGene00000822	2
WBGene00021183	2
WBGene00008538	2
WBGene00185001	2
WBGene00012769	2
WBGene00044794	2
WBGene00021369	2
WBGene00006714	2
WBGene00015483	2
WBGene00043097	2
WBGene00015337	2
WBGene00016204	2
WBGene00001792	2
WBGene00019636	2
WBGene00017085	2
WBGene00011860	2
WBGene00006553	2
WBGene00006558	2
WBGene00044798	2
WBGene00006557	2
WBGene00006547	2
WBGene00011333	2
WBGene00018777	2
WBGene00004368	2
WBGene00022297	2
WBGene00006549	2
WBGene00023422	2
WBGene00016492	2
WBGene00001122	2
WBGene00006868	2
WBGene00004384	2
WBGene00013894	2
WBGene00006308	2
WBGene00004321	2
WBGene00018414	2
WBGene00008214	2
WBGene00000296	2
WBGene00006600	2
WBGene00005153	2
WBGene00015861	2
WBGene00000284	2
WBGene00018700	2
WBGene00010671	2
WBGene00015301	2
WBGene00015978	2
WBGene00006976	2
WBGene00013136	2
WBGene00010162	2
WBGene00044310	2
WBGene00016260	2
WBGene00004781	2
WBGene00015285	2
WBGene00007732	2
WBGene00008092	2
WBGene00010010	2
WBGene00018656	2
WBGene00016292	2
WBGene00013216	2
WBGene00013215	2
WBGene00011040	2
WBGene00007984	2
WBGene00000001	2
WBGene00017547	2
WBGene00008774	2
WBGene00021846	2
WBGene00021816	2
WBGene00023410	2
WBGene00010417	2
WBGene00009695	2
WBGene00011436	2
WBGene00008692	2
WBGene00001119	2
WBGene00002979	2
WBGene00021868	2
WBGene00012763	2
WBGene00015486	2
WBGene00020417	2
WBGene00004400	2
WBGene00011349	2
WBGene00012475	2
WBGene00018784	2
WBGene00011112	2
WBGene00014052	2
WBGene00015336	2
WBGene00001324	2
WBGene00004135	2
WBGene00009271	2
WBGene00008435	2
WBGene00007480	2
WBGene00018918	2
WBGene00008677	2
WBGene00011185	2
WBGene00006788	2
WBGene00008514	2
WBGene00015272	2
WBGene00018465	2
WBGene00007835	2
WBGene00001135	2
WBGene00020700	2
WBGene00021158	2
WBGene00008000	2
WBGene00021225	2
WBGene00020864	2
WBGene00009488	2
WBGene00012324	2
WBGene00018707	2
WBGene00003577	2
WBGene00010988	2
WBGene00003584	2
WBGene00012323	2
WBGene00009325	2
WBGene00001997	2
WBGene00010002	2
WBGene00015271	2
WBGene00004358	2
WBGene00004359	2
WBGene00004318	2
WBGene00020960	2
WBGene00007982	2
WBGene00015662	2
WBGene00000484	2
WBGene00010166	2
WBGene00000266	2
WBGene00018184	2
WBGene00008801	2
WBGene00002069	2
WBGene00013317	2
WBGene00017054	2
WBGene00014251	2
WBGene00002181	2
WBGene00003912	2
WBGene00019221	2
WBGene00013440	2
WBGene00012356	2
WBGene00006495	2
WBGene00001577	2
WBGene00022172	2
WBGene00008236	2
WBGene00007221	2
WBGene00013734	2
WBGene00015810	2
WBGene00006652	2
WBGene00008239	2
WBGene00007988	2
WBGene00021931	2
WBGene00014172	2
WBGene00001163	2
WBGene00001164	2
WBGene00006869	2
WBGene00044791	2
WBGene00022380	2
WBGene00011530	2
WBGene00016613	2
WBGene00015288	2
WBGene00017640	2
WBGene00006937	2
WBGene00003831	2
WBGene00014128	2
WBGene00016034	2
WBGene00009954	2
WBGene00011645	2
WBGene00018757	2
WBGene00000438	2
WBGene00007130	2
WBGene00011330	2
WBGene00015268	2
WBGene00001089	2
WBGene00001152	2
WBGene00017757	2
WBGene00011532	2
WBGene00021829	2
WBGene00012225	2
WBGene00022794	2
WBGene00015927	2
WBGene00003246	2
WBGene00010722	2
WBGene00012514	2
WBGene00016808	2
WBGene00010936	2
WBGene00004335	2
WBGene00013455	2
WBGene00015296	2
WBGene00020254	2
WBGene00011644	2
WBGene00043992	2
WBGene00000244	2
WBGene00003805	2
WBGene00019394	2
WBGene00022019	2
WBGene00044063	2
WBGene00021897	2
WBGene00002266	2
WBGene00008598	2
WBGene00002268	2
WBGene00007549	2
WBGene00013739	2
WBGene00022696	2
WBGene00011451	2
WBGene00002282	2
WBGene00017535	2
WBGene00000469	2
WBGene00013666	2
WBGene00018214	2
WBGene00011971	2
WBGene00000854	2
WBGene00022789	2
WBGene00044797	2
WBGene00018365	2
WBGene00013737	2
WBGene00002003	2
WBGene00006428	2
WBGene00016842	2
WBGene00022004	2
WBGene00013883	2
WBGene00020689	2
WBGene00006576	2
WBGene00008278	2
WBGene00021751	2
WBGene00009619	2
WBGene00012275	2
WBGene00000832	2
WBGene00019941	2
WBGene00007635	2
WBGene00022402	2
WBGene00009305	2
WBGene00010847	2
WBGene00010815	2
WBGene00010197	2
WBGene00022279	2
WBGene00022694	2
WBGene00001052	2
WBGene00004777	2
WBGene00006475	2
WBGene00018835	2
WBGene00004779	2
WBGene00019077	2
WBGene00013406	2
WBGene00016872	2
WBGene00044648	2
WBGene00020553	2
WBGene00004405	2
WBGene00002213	2
WBGene00002299	2
WBGene00002207	2
WBGene00000186	2
WBGene00015735	2
WBGene00020331	2
WBGene00002976	2
WBGene00019994	2
WBGene00001475	2
WBGene00001980	2
WBGene00000396	2
WBGene00018613	2
WBGene00022816	2
WBGene00009553	2
WBGene00013643	2
WBGene00003374	2
WBGene00003396	2
WBGene00010771	2
WBGene00011936	2
WBGene00002239	2
WBGene00015508	2
WBGene00006619	2
WBGene00000140	2
WBGene00006803	2
WBGene00004951	2
WBGene00017078	2
WBGene00019792	2
WBGene00000228	2
WBGene00004855	2
WBGene00011671	2
WBGene00010606	2
WBGene00007882	2
WBGene00013650	2
WBGene00002002	2
WBGene00000492	2
WBGene00011830	2
WBGene00012463	2
WBGene00007880	2
WBGene00013683	2
WBGene00017482	2
WBGene00011677	2
WBGene00010326	2
WBGene00019686	2
WBGene00010630	2
WBGene00022200	2
WBGene00007963	2
WBGene00002214	2
WBGene00002215	2
WBGene00017044	2
WBGene00014697	2
WBGene00008519	2
WBGene00013585	2
WBGene00000372	2
WBGene00008499	2
WBGene00008809	2
WBGene00009226	2
WBGene00014938	2
WBGene00011423	2
WBGene00018953	2
WBGene00013154	2
WBGene00016104	2
WBGene00000898	2
WBGene00017381	2
WBGene00000086	2
WBGene00008800	2
WBGene00007956	2
WBGene00022583	2
WBGene00009919	2
WBGene00006566	2
WBGene00006567	2
WBGene00021815	2
WBGene00015460	2
WBGene00019615	2
WBGene00019487	2
WBGene00022704	2
WBGene00000241	2
WBGene00016383	2
WBGene00015733	2
WBGene00003907	2
WBGene00012976	2
WBGene00022104	2
WBGene00007786	2
WBGene00003921	2
WBGene00010716	2
WBGene00022516	2
WBGene00008414	2
