Ensembl.Gene.ID	omega0
ENSDARG00000070583	0.03769
ENSDARG00000061802	0.04748
ENSDARG00000029615	0.06489
ENSDARG00000077639	0.1087
ENSDARG00000057531	0.0535
ENSDARG00000075525	0.08106
ENSDARG00000033852	0.07633
ENSDARG00000018637	0.0175
ENSDARG00000017272	0.05822
ENSDARG00000021973	0.08761
ENSDARG00000024831	0.10665
ENSDARG00000014017	0.02765
ENSDARG00000035838	0.05312
ENSDARG00000007289	0.08236
ENSDARG00000052555	0.08214
ENSDARG00000030367	0.06891
ENSDARG00000042071	0.1029
ENSDARG00000059613	0.02401
ENSDARG00000071551	0.09957
ENSDARG00000090718	0.09957
ENSDARG00000017906	0.0312
ENSDARG00000088383	0.0312
ENSDARG00000078352	0.12876
ENSDARG00000074456	0.081
ENSDARG00000008920	0.08959
ENSDARG00000087851	0.08959
ENSDARG00000075326	0.11381
ENSDARG00000008852	0.10841
ENSDARG00000067913	0.02582
ENSDARG00000005251	0.02908
ENSDARG00000071573	0.0164
ENSDARG00000056427	0.04615
ENSDARG00000058232	0.04617
ENSDARG00000020594	0.05059
ENSDARG00000076241	0.04947
ENSDARG00000001969	0.03586
ENSDARG00000077037	0.01061
ENSDARG00000073797	0.09154
ENSDARG00000077804	0.09739
ENSDARG00000031637	0.0304
ENSDARG00000069677	0.10633
ENSDARG00000061363	0.01302
ENSDARG00000062222	0.07266
ENSDARG00000062129	0.07196
ENSDARG00000056903	0.06647
ENSDARG00000045373	0.04475
ENSDARG00000063905	0.01002
ENSDARG00000011555	0.02873
ENSDARG00000063341	0.05891
ENSDARG00000073923	0.07239
ENSDARG00000013581	0.11261
ENSDARG00000089800	0.01411
ENSDARG00000059555	0.06866
ENSDARG00000015153	0.03904
ENSDARG00000091285	0.10916
ENSDARG00000089637	0.10916
ENSDARG00000070109	0.11309
ENSDARG00000016085	0.04348
ENSDARG00000018460	0.04331
ENSDARG00000052978	0.04289
ENSDARG00000033134	0.08103
ENSDARG00000029859	0.10738
ENSDARG00000038000	0.06873
ENSDARG00000052942	0.10938
ENSDARG00000089862	0.06407
ENSDARG00000075159	0.11368
ENSDARG00000013240	0.09142
ENSDARG00000038847	0.05469
ENSDARG00000077870	0.04957
ENSDARG00000077859	0.13629
ENSDARG00000052520	0.0364
ENSDARG00000057053	0.05418
ENSDARG00000074663	0.03586
ENSDARG00000078059	0.05041
ENSDARG00000056026	0.1296
ENSDARG00000068149	0.04373
ENSDARG00000074444	0.06733
ENSDARG00000035618	0.05871
ENSDARG00000016528	0.17074
ENSDARG00000008238	0.10563
ENSDARG00000079520	0.10563
ENSDARG00000003132	0.05327
ENSDARG00000073788	0.11115
ENSDARG00000025576	0.01431
ENSDARG00000058828	0.08474
ENSDARG00000062430	0.05308
ENSDARG00000062442	0.12771
ENSDARG00000075624	0.02673
ENSDARG00000079687	0.05749
ENSDARG00000025977	0.07473
ENSDARG00000031153	0.15539
ENSDARG00000062016	0.02011
ENSDARG00000027572	0.13623
ENSDARG00000063126	0.06139
ENSDARG00000062749	0.02712
ENSDARG00000088984	0.07492
ENSDARG00000086753	0.05802
ENSDARG00000010280	0.03414
ENSDARG00000020345	0.03716
ENSDARG00000067944	0.03168
ENSDARG00000062357	0.00506
ENSDARG00000088837	0.00506
ENSDARG00000037392	0.01884
ENSDARG00000009472	0.01884
ENSDARG00000017549	0.09617
ENSDARG00000086740	0.09617
ENSDARG00000079248	0.06226
ENSDARG00000013837	0.10984
ENSDARG00000042562	0.12674
ENSDARG00000021097	0.01364
ENSDARG00000011723	0.06233
ENSDARG00000016239	0.02938
ENSDARG00000053047	0.03398
ENSDARG00000062421	0.08737
ENSDARG00000012215	0.08852
ENSDARG00000063646	0.08006
ENSDARG00000006639	0.08069
ENSDARG00000062209	0.10345
ENSDARG00000059459	0.06812
ENSDARG00000029724	0.02739
ENSDARG00000013522	0.05324
ENSDARG00000004692	0.04142
ENSDARG00000036291	0.04359
ENSDARG00000036299	0.04376
ENSDARG00000054833	0.02382
ENSDARG00000038996	0.05282
ENSDARG00000036650	0.06991
ENSDARG00000011553	0.10481
ENSDARG00000013478	0.08109
ENSDARG00000017740	0.03725
ENSDARG00000070061	0.0466
ENSDARG00000016375	0.06669
ENSDARG00000036057	0.08404
ENSDARG00000010108	0.06978
ENSDARG00000026137	0.0544
ENSDARG00000093515	0.05302
ENSDARG00000069832	0.1814
ENSDARG00000019963	0.03817
ENSDARG00000057374	0.05107
ENSDARG00000017960	0.04956
ENSDARG00000015998	0.08261
ENSDARG00000027851	0.15049
ENSDARG00000063020	0.08727
ENSDARG00000070995	0.03895
ENSDARG00000063352	0.0382
ENSDARG00000075201	0.08638
ENSDARG00000075325	0.07613
ENSDARG00000005612	0.08221
ENSDARG00000044090	0.02988
ENSDARG00000046006	0.03332
ENSDARG00000055875	0.06803
ENSDARG00000043666	0.04363
ENSDARG00000036304	0.09888
ENSDARG00000092662	0.09888
ENSDARG00000031600	0.06946
ENSDARG00000037603	0.07039
ENSDARG00000068099	0.1461
ENSDARG00000018432	0.09168
ENSDARG00000060798	0.06917
ENSDARG00000007496	0.08878
ENSDARG00000025554	0.00871
ENSDARG00000014915	0.06756
ENSDARG00000058463	0.06756
ENSDARG00000090063	0.07824
ENSDARG00000033516	0.04099
ENSDARG00000069318	0.04089
ENSDARG00000054085	0.01468
ENSDARG00000013250	0.05352
ENSDARG00000041570	0.10998
ENSDARG00000022512	0.05416
ENSDARG00000086756	0.05255
ENSDARG00000009466	0.05459
ENSDARG00000073899	0.16007
ENSDARG00000058525	0.18002
ENSDARG00000067981	0.02119
ENSDARG00000069090	0.0043
ENSDARG00000075057	0.11968
ENSDARG00000002402	0.01563
ENSDARG00000042854	0.08407
ENSDARG00000073866	0.06537
ENSDARG00000031496	0.05713
ENSDARG00000078433	0.15617
ENSDARG00000038500	0.06768
ENSDARG00000075933	0.05553
ENSDARG00000076997	0.13209
ENSDARG00000088061	0.06278
ENSDARG00000054447	0.07038
ENSDARG00000031651	0.07004
ENSDARG00000001767	0.06512
ENSDARG00000059690	0.04292
ENSDARG00000005179	0.15809
ENSDARG00000017657	0.14352
ENSDARG00000078801	0.04926
ENSDARG00000033440	0.03195
ENSDARG00000019715	0.07751
ENSDARG00000002060	0.08691
ENSDARG00000018283	0.06369
ENSDARG00000038870	0.03279
ENSDARG00000026109	0.06566
ENSDARG00000026907	0.06585
ENSDARG00000031809	0.01533
ENSDARG00000078293	0.01533
ENSDARG00000058818	0.03626
ENSDARG00000057454	0.08508
ENSDARG00000002077	0.05489
ENSDARG00000069920	0.03035
ENSDARG00000036061	0.07813
ENSDARG00000026664	0.08993
ENSDARG00000045625	0.06609
ENSDARG00000070553	0.0819
ENSDARG00000041372	0.10434
ENSDARG00000062964	0.05817
ENSDARG00000061195	0.02442
ENSDARG00000078733	0.02442
ENSDARG00000071579	0.11539
ENSDARG00000010051	0.01935
ENSDARG00000002184	0.12968
ENSDARG00000074271	0.05094
ENSDARG00000058728	0.10552
ENSDARG00000031049	0.03766
ENSDARG00000056084	0.03718
ENSDARG00000024687	0.07843
ENSDARG00000013734	0.03216
ENSDARG00000030803	0.10187
ENSDARG00000054301	0.06775
ENSDARG00000012378	0.02172
ENSDARG00000060101	0.05756
ENSDARG00000014490	0.12244
ENSDARG00000057255	0.05387
ENSDARG00000055763	0.03491
ENSDARG00000092360	0.09119
ENSDARG00000061719	0.03676
ENSDARG00000079080	0.09539
ENSDARG00000010773	0.02151
ENSDARG00000015937	0.04443
ENSDARG00000030790	0.0178
ENSDARG00000058548	0.07164
ENSDARG00000058551	0.0701
ENSDARG00000069922	0.09396
ENSDARG00000062655	0.06444
ENSDARG00000039671	0.0889
ENSDARG00000052307	0.05047
ENSDARG00000015823	0.0141
ENSDARG00000055433	0.01416
ENSDARG00000056549	0.01467
ENSDARG00000052386	0.07217
ENSDARG00000046085	0.07195
ENSDARG00000075528	0.06636
ENSDARG00000018902	0.04804
ENSDARG00000020363	0.03782
ENSDARG00000071378	0.14902
ENSDARG00000073893	0.06848
ENSDARG00000077918	0.09661
ENSDARG00000009724	0.07587
ENSDARG00000028943	0.02075
ENSDARG00000069099	0.01027
ENSDARG00000002549	0.01659
ENSDARG00000090697	0.01621
ENSDARG00000027930	0.07903
ENSDARG00000021257	0.0104
ENSDARG00000042188	0.11352
ENSDARG00000074757	0.0572
ENSDARG00000014171	0.01592
ENSDARG00000016968	0.10207
ENSDARG00000086471	0.0829
ENSDARG00000077307	0.06693
ENSDARG00000038114	0.06616
ENSDARG00000089291	0.09379
ENSDARG00000030591	0.06951
ENSDARG00000037628	0.09306
ENSDARG00000053058	0.02226
ENSDARG00000093606	0.02226
ENSDARG00000045567	0.05839
ENSDARG00000042133	0.05837
ENSDARG00000069286	0.13877
ENSDARG00000070827	0.04395
ENSDARG00000036671	0.04408
ENSDARG00000079617	0.04255
ENSDARG00000028343	0.04255
ENSDARG00000092999	0.04255
ENSDARG00000042559	0.02655
ENSDARG00000016728	0.02673
ENSDARG00000073766	0.02673
ENSDARG00000052708	0.0264
ENSDARG00000000474	0.02649
ENSDARG00000053950	0.05091
ENSDARG00000045269	0.09914
ENSDARG00000039827	0.03212
ENSDARG00000019951	0.02435
ENSDARG00000052816	0.04213
ENSDARG00000068724	0.04165
ENSDARG00000071203	0.03604
ENSDARG00000091658	0.09004
ENSDARG00000075132	0.02936
ENSDARG00000008490	0.06379
ENSDARG00000010238	0.0242
ENSDARG00000087678	0.0242
ENSDARG00000011764	0.0258
ENSDARG00000039350	0.03756
ENSDARG00000057562	0.0461
ENSDARG00000041217	0.03031
ENSDARG00000053547	0.03058
ENSDARG00000013839	0.11056
ENSDARG00000035606	0.11133
ENSDARG00000075824	0.05397
ENSDARG00000075743	0.09197
ENSDARG00000043249	0.06763
ENSDARG00000060177	0.04672
ENSDARG00000076197	0.03948
ENSDARG00000012796	0.17849
ENSDARG00000077596	0.06891
ENSDARG00000057234	0.02931
ENSDARG00000069363	0.10622
ENSDARG00000015394	0.02306
ENSDARG00000059177	0.03414
ENSDARG00000012458	0.06884
ENSDARG00000055383	0.06884
ENSDARG00000074036	0.08821
ENSDARG00000060763	0.09541
ENSDARG00000071087	0.05058
ENSDARG00000006290	0.10793
ENSDARG00000041576	0.09597
ENSDARG00000074684	0.06626
ENSDARG00000059357	0.03325
ENSDARG00000033138	0.09124
ENSDARG00000027159	0.03754
ENSDARG00000079163	0.03507
ENSDARG00000078455	0.03479
ENSDARG00000078331	0.06575
ENSDARG00000073768	0.04023
ENSDARG00000003877	0.04744
ENSDARG00000077038	0.04744
ENSDARG00000043404	0.05906
ENSDARG00000006292	0.10177
ENSDARG00000062258	0.02317
ENSDARG00000091221	0.14099
ENSDARG00000051986	0.01821
ENSDARG00000000142	0.11436
ENSDARG00000076008	0.10252
ENSDARG00000075025	0.04459
ENSDARG00000069116	0.01024
ENSDARG00000071211	0.10175
ENSDARG00000075143	0.1126
ENSDARG00000077728	0.05123
ENSDARG00000043701	0.04519
ENSDARG00000043180	0.0455
ENSDARG00000040024	0.06059
ENSDARG00000040314	0.05391
ENSDARG00000039757	0.05226
ENSDARG00000041304	0.03162
ENSDARG00000078872	0.08185
ENSDARG00000074508	0.05275
ENSDARG00000068323	0.02319
ENSDARG00000041802	0.05182
ENSDARG00000057854	0.02011
ENSDARG00000013075	0.06338
ENSDARG00000038635	0.00574
ENSDARG00000044874	0.03628
ENSDARG00000022599	0.04754
ENSDARG00000005578	0.03013
ENSDARG00000008200	0.03026
ENSDARG00000002916	0.12343
ENSDARG00000021082	0.05986
ENSDARG00000042701	0.08766
ENSDARG00000092285	0.05689
ENSDARG00000028475	0.04807
ENSDARG00000069253	0.04807
ENSDARG00000014898	0.06354
ENSDARG00000091640	0.13578
ENSDARG00000027813	0.12182
ENSDARG00000036775	0.10335
ENSDARG00000016368	0.06145
ENSDARG00000016044	0.06481
ENSDARG00000037865	0.05884
ENSDARG00000063411	0.036
ENSDARG00000044556	0.02061
ENSDARG00000074585	0.04295
ENSDARG00000074724	0.04289
ENSDARG00000075088	0.04289
ENSDARG00000078185	0.05836
ENSDARG00000040114	0.03629
ENSDARG00000087413	0.07671
ENSDARG00000088439	0.13671
ENSDARG00000089498	0.13671
ENSDARG00000006370	0.0172
ENSDARG00000075215	0.0932
ENSDARG00000053995	0.09388
ENSDARG00000002894	0.10524
ENSDARG00000016474	0.08474
ENSDARG00000090447	0.12173
ENSDARG00000041237	0.02177
ENSDARG00000032866	0.00346
ENSDARG00000059791	0.01565
ENSDARG00000022461	0.07001
ENSDARG00000043624	0.0717
ENSDARG00000016656	0.09008
ENSDARG00000070601	0.0527
ENSDARG00000004840	0.04825
ENSDARG00000059064	0.06629
ENSDARG00000017730	0.06715
ENSDARG00000096398	0.0314
ENSDARG00000042527	0.06288
ENSDARG00000040556	0.03765
ENSDARG00000059853	0.08583
ENSDARG00000031388	0.04044
ENSDARG00000004517	0.03879
ENSDARG00000002880	0.02733
ENSDARG00000038456	0.08969
ENSDARG00000088318	0.07195
ENSDARG00000063219	0.07272
ENSDARG00000076858	0.03607
ENSDARG00000043877	0.08696
ENSDARG00000035678	0.04696
ENSDARG00000056307	0.04906
ENSDARG00000042571	0.07498
ENSDARG00000039535	0.04569
ENSDARG00000075446	0.06356
ENSDARG00000040085	0.08262
ENSDARG00000025325	0.08062
ENSDARG00000063414	0.1016
ENSDARG00000070916	0.02842
ENSDARG00000076077	0.08226
ENSDARG00000070386	0.03361
ENSDARG00000076568	0.04601
ENSDARG00000071774	0.077
ENSDARG00000076627	0.02563
ENSDARG00000070810	0.08527
ENSDARG00000006862	0.04378
ENSDARG00000008639	0.04348
ENSDARG00000035860	0.03558
ENSDARG00000025635	0.17002
ENSDARG00000054606	0.15587
ENSDARG00000059075	0.0342
ENSDARG00000087229	0.03138
ENSDARG00000087844	0.09458
ENSDARG00000005191	0.03664
ENSDARG00000016871	0.01991
ENSDARG00000056793	0.02138
ENSDARG00000058108	0.05443
ENSDARG00000018440	0.07479
ENSDARG00000005704	0.14692
ENSDARG00000077296	0.14709
ENSDARG00000054264	0.03516
ENSDARG00000042631	0.08062
ENSDARG00000028106	0.16481
ENSDARG00000079056	0.11375
ENSDARG00000058206	0.07538
ENSDARG00000069846	0.07673
ENSDARG00000070437	0.01694
ENSDARG00000010244	0.03418
ENSDARG00000021669	0.00434
ENSDARG00000005675	0.00427
ENSDARG00000045641	0.06673
ENSDARG00000091574	0.07726
ENSDARG00000007786	0.03953
ENSDARG00000079122	0.03928
ENSDARG00000060072	0.06416
ENSDARG00000060035	0.10889
ENSDARG00000062502	0.07972
ENSDARG00000018980	0.0797
ENSDARG00000042737	0.07904
ENSDARG00000077776	0.00239
ENSDARG00000069624	0.09718
ENSDARG00000052379	0.06562
ENSDARG00000020039	0.10942
ENSDARG00000018190	0.00766
ENSDARG00000040779	0.02646
ENSDARG00000029587	0.07795
ENSDARG00000055270	0.07774
ENSDARG00000059759	0.06819
ENSDARG00000044304	0.056
ENSDARG00000053518	0.06609
ENSDARG00000044047	0.12052
ENSDARG00000015110	0.04398
ENSDARG00000078157	0.08309
ENSDARG00000006356	0.03131
ENSDARG00000055078	0.05339
ENSDARG00000070426	0.05848
ENSDARG00000059128	0.06413
ENSDARG00000079971	0.00847
ENSDARG00000061562	0.00847
ENSDARG00000090499	0.00847
ENSDARG00000095937	0.00846
ENSDARG00000088959	0.05721
ENSDARG00000032640	0.05721
ENSDARG00000036546	0.0557
ENSDARG00000045364	0.01637
ENSDARG00000059902	0.04806
ENSDARG00000033273	0.08889
ENSDARG00000035282	0.01924
ENSDARG00000023508	0.08531
ENSDARG00000009862	0.06726
ENSDARG00000037432	0.16642
ENSDARG00000079055	0.11541
ENSDARG00000004823	0.13001
ENSDARG00000059028	0.10737
ENSDARG00000002947	0.04187
ENSDARG00000074876	0.03795
ENSDARG00000061770	0.06806
ENSDARG00000079702	0.04212
ENSDARG00000026178	0.16104
ENSDARG00000063922	0.02008
ENSDARG00000007169	0.04048
ENSDARG00000074806	0.05852
ENSDARG00000042530	0.0512
ENSDARG00000037361	0.01895
ENSDARG00000005254	0.01862
ENSDARG00000040912	0.03325
ENSDARG00000056099	0.02879
ENSDARG00000029064	0.11509
ENSDARG00000040021	0.04107
ENSDARG00000035558	0.03084
ENSDARG00000040546	0.06461
ENSDARG00000076991	0.05035
ENSDARG00000075245	0.03791
ENSDARG00000077544	0.05693
ENSDARG00000092677	0.07325
ENSDARG00000006192	0.04096
ENSDARG00000005834	0.03159
ENSDARG00000088040	0.05053
ENSDARG00000061656	0.09424
ENSDARG00000058873	0.09232
ENSDARG00000079496	0.0378
ENSDARG00000074357	0.03773
ENSDARG00000075571	0.02861
ENSDARG00000079934	0.04508
ENSDARG00000075795	0.09397
ENSDARG00000077909	0.0487
ENSDARG00000088207	0.04925
ENSDARG00000009494	0.04463
ENSDARG00000069671	0.11253
ENSDARG00000006300	0.0724
ENSDARG00000061468	0.08764
ENSDARG00000090804	0.09353
ENSDARG00000010610	0.04389
ENSDARG00000038374	0.09505
ENSDARG00000043470	0.11555
ENSDARG00000044102	0.05264
ENSDARG00000003051	0.04947
ENSDARG00000008068	0.10796
ENSDARG00000052747	0.05842
ENSDARG00000034624	0.13757
ENSDARG00000014138	0.07019
ENSDARG00000038863	0.02057
ENSDARG00000036844	0.09881
ENSDARG00000002082	0.01559
ENSDARG00000091702	0.01517
ENSDARG00000013582	0.01508
ENSDARG00000012818	0.0152
ENSDARG00000002720	0.08125
ENSDARG00000031047	0.08259
ENSDARG00000017055	0.14896
ENSDARG00000077264	0.09331
ENSDARG00000070440	0.09274
ENSDARG00000035880	0.04212
ENSDARG00000062664	0.11731
ENSDARG00000037337	0.04043
ENSDARG00000091683	0.04043
ENSDARG00000076569	0.01839
ENSDARG00000041400	0.14183
ENSDARG00000045555	0.05979
ENSDARG00000067593	0.06384
ENSDARG00000076056	0.09475
ENSDARG00000094444	0.09475
ENSDARG00000056640	0.0468
ENSDARG00000059951	0.05929
ENSDARG00000016399	0.05092
ENSDARG00000042751	0.04061
ENSDARG00000021753	0.0421
ENSDARG00000038399	0.02762
ENSDARG00000038043	0.02964
ENSDARG00000014161	0.05628
ENSDARG00000009771	0.03665
ENSDARG00000010794	0.04336
ENSDARG00000004729	0.03578
ENSDARG00000019457	0.03601
ENSDARG00000003732	0.047
ENSDARG00000008423	0.09218
ENSDARG00000078918	0.09566
ENSDARG00000059529	0.06011
ENSDARG00000057060	0.0733
ENSDARG00000001804	0.0725
ENSDARG00000022020	0.14531
ENSDARG00000038297	0.06561
ENSDARG00000059982	0.13387
ENSDARG00000013931	0.02385
ENSDARG00000067979	0.07485
ENSDARG00000041734	0.13603
ENSDARG00000044194	0.07049
ENSDARG00000040582	0.16118
ENSDARG00000079969	0.05205
ENSDARG00000026804	0.04686
ENSDARG00000054793	0.05124
ENSDARG00000033754	0.06658
ENSDARG00000037040	0.09849
ENSDARG00000086452	0.19148
ENSDARG00000056504	0.04471
ENSDARG00000016706	0.05061
ENSDARG00000038577	0.1421
ENSDARG00000090297	0.09116
ENSDARG00000077549	0.09626
ENSDARG00000008235	0.06029
ENSDARG00000063186	0.04926
ENSDARG00000071164	0.0762
ENSDARG00000062089	0.09578
ENSDARG00000054746	0.09585
ENSDARG00000058005	0.05375
ENSDARG00000032237	0.04629
ENSDARG00000023536	0.03995
ENSDARG00000032102	0.05063
ENSDARG00000069013	0.02659
ENSDARG00000009430	0.10275
ENSDARG00000037501	0.10297
ENSDARG00000032795	0.09742
ENSDARG00000039666	0.08205
ENSDARG00000039669	0.08205
ENSDARG00000042661	0.08205
ENSDARG00000053457	0.01253
ENSDARG00000071414	0.0816
ENSDARG00000091228	0.0816
ENSDARG00000016815	0.18087
ENSDARG00000056559	0.02812
ENSDARG00000039130	0.10425
ENSDARG00000074527	0.06888
ENSDARG00000012840	0.05145
ENSDARG00000024895	0.0144
ENSDARG00000043640	0.15481
ENSDARG00000086400	0.10812
ENSDARG00000063916	0.02891
ENSDARG00000023396	0.0547
ENSDARG00000045428	0.0844
ENSDARG00000074790	0.06761
ENSDARG00000042120	0.16888
ENSDARG00000035608	0.04062
ENSDARG00000018871	0.13339
ENSDARG00000075766	0.12396
ENSDARG00000075053	0.12396
ENSDARG00000043884	0.07486
ENSDARG00000079561	0.07331
