Ensembl.Gene.ID	omega0
FBgn0011290	0.00603
FBgn0036398	0.02368
FBgn0003175	0.03295
FBgn0011648	0.00355
FBgn0025800	0.00753
FBgn0020493	0.11117
FBgn0011655	0.01233
FBgn0030170	0.0784
FBgn0035842	0.07949
FBgn0034187	0.07966
FBgn0033889	0.07931
FBgn0041164	0.1005
FBgn0030354	0.01395
FBgn0036624	0.11134
FBgn0031756	0.12122
FBgn0041111	0.04453
FBgn0032688	0.03248
FBgn0035318	0.0251
FBgn0030871	0.02797
FBgn0260985	0.01747
FBgn0032244	0.02707
FBgn0028700	0.01854
FBgn0040268	0.03858
FBgn0026015	0.02285
FBgn0086655	0.02074
FBgn0004875	0.04156
FBgn0010660	0.06776
FBgn0037924	0.06567
FBgn0038722	0.04211
FBgn0061200	0.06941
FBgn0039120	0.06653
FBgn0032010	0.07008
FBgn0039104	0.07724
FBgn0259223	0.03553
FBgn0034180	0.03144
FBgn0025633	0.03262
FBgn0003415	0.02383
FBgn0040273	0.00966
FBgn0003334	0.01761
FBgn0002441	0.06057
FBgn0263772	0.01206
FBgn0034828	0.10364
FBgn0261551	0.05437
FBgn0040394	0.0214
FBgn0025674	0.01909
FBgn0025455	0.03504
FBgn0004597	0.00624
FBgn0038000	0.04572
FBgn0037719	0.07716
FBgn0039804	0.03155
FBgn0039302	0.08005
FBgn0015288	0.04125
FBgn0034837	0.04023
FBgn0036004	0.01625
FBgn0031759	0.0145
FBgn0033233	0.02674
FBgn0053182	0.01193
FBgn0035002	0.04412
FBgn0035861	0.09257
FBgn0032127	0.0461
FBgn0037760	0.00609
FBgn0024555	0.01948
FBgn0040071	0.01678
FBgn0036318	0.03205
FBgn0259239	0.03297
FBgn0001206	0.12736
FBgn0023441	0.01926
FBgn0259139	0.01816
FBgn0002645	0.06638
FBgn0013949	0.07888
FBgn0036590	0.08996
FBgn0033264	0.08084
FBgn0036638	0.02215
FBgn0039805	0.02249
FBgn0039481	0.01526
FBgn0003748	0.08482
FBgn0034121	0.083
FBgn0003997	0.0587
FBgn0016794	0.02472
FBgn0037703	0.01938
FBgn0034499	0.00606
FBgn0034157	0.02915
FBgn0033869	0.01446
FBgn0035430	0.0594
FBgn0016070	0.02713
FBgn0263353	0.0216
FBgn0038826	0.02537
FBgn0003065	0.00333
FBgn0004587	0.00606
FBgn0011305	0.02981
FBgn0030479	0.01129
FBgn0040286	0.01016
FBgn0027620	0.05788
FBgn0033636	0.01494
FBgn0041723	0.03069
FBgn0039385	0.06684
FBgn0035526	0.01038
FBgn0014870	0.02443
FBgn0003380	0.00659
FBgn0003386	0.00488
FBgn0085395	0.01198
FBgn0033494	0.02101
FBgn0262593	0.01215
FBgn0005564	0.00473
FBgn0004607	0.03877
FBgn0017457	0
FBgn0020261	0.05223
FBgn0031868	0.02464
FBgn0010770	0.02882
FBgn0260634	0.06052
FBgn0010488	0.03167
FBgn0033812	0.04723
FBgn0260010	0.02073
FBgn0028537	0.03382
FBgn0260954	0.03382
FBgn0028855	0.02965
FBgn0023415	0.02407
FBgn0052686	0.08128
FBgn0002121	0.03097
FBgn0030412	0.01799
FBgn0005659	0.02417
FBgn0000097	0.0228
FBgn0003118	0.02093
FBgn0004510	0.03391
FBgn0005658	0.00817
FBgn0005660	0.03516
FBgn0039225	0.03479
FBgn0041147	0.03829
FBgn0039237	0.14588
FBgn0044323	0.01119
FBgn0039238	0.10114
FBgn0030812	0.02917
FBgn0024183	0.03028
FBgn0033589	0.07327
FBgn0032281	0.07989
FBgn0085256	0.16042
FBgn0032590	0.07295
FBgn0032965	0.07254
FBgn0003429	0.00451
FBgn0004227	0.04031
FBgn0015520	0.04031
FBgn0002440	0.03749
FBgn0033320	0.0889
FBgn0033321	0.08915
FBgn0028864	0.12651
FBgn0051780	0.12651
FBgn0028514	0.12651
FBgn0032507	0.08763
FBgn0032213	0.05004
FBgn0036612	0.03255
FBgn0037627	0.04334
FBgn0033033	0.0553
FBgn0017550	0.05025
FBgn0028852	0.04969
FBgn0051029	0.07984
FBgn0051025	0.08018
FBgn0038208	0.07999
FBgn0051327	0.0805
FBgn0051533	0.0805
FBgn0035258	0.03935
FBgn0027527	0.03329
FBgn0030624	0.06204
FBgn0036391	0.04517
FBgn0011224	0.03102
FBgn0033649	0.06066
FBgn0033652	0.07454
FBgn0259150	0.03457
FBgn0039809	0.05324
FBgn0051921	0.10521
FBgn0052459	0.13551
FBgn0030208	0.02736
FBgn0034240	0.03748
FBgn0030945	0.01755
FBgn0038546	0.01934
FBgn0026573	0.03376
FBgn0039600	0.03541
FBgn0039250	0.08941
FBgn0052176	0.0324
FBgn0035903	0.03122
FBgn0037624	0.0263
FBgn0029893	0.03076
FBgn0032512	0.04221
FBgn0026259	0.02636
FBgn0039588	0.02497
FBgn0050417	0.06724
FBgn0039124	0.09323
FBgn0034423	0.09336
FBgn0023216	0.059
FBgn0031842	0.04693
FBgn0000283	0.02218
FBgn0039602	0.05092
FBgn0036044	0.03755
FBgn0031052	0.11031
FBgn0035241	0.06449
FBgn0040372	0.02844
FBgn0086908	0.01898
FBgn0033661	0.0371
FBgn0052251	0.04445
FBgn0263994	0.02594
FBgn0030317	0.05088
FBgn0036956	0.07816
FBgn0030060	0.04261
FBgn0038581	0.04103
FBgn0028424	0.10567
FBgn0035948	0.05667
FBgn0051974	0.10827
FBgn0051975	0.10827
FBgn0262110	0.0393
FBgn0043362	0.01473
FBgn0032395	0.03322
FBgn0263110	0.01647
FBgn0034853	0.11452
FBgn0037131	0.05908
FBgn0010328	0.0246
FBgn0054038	0.01992
FBgn0030841	0.03322
FBgn0035257	0.07745
FBgn0001254	0.04691
FBgn0260789	0.05976
FBgn0032734	0.09384
FBgn0053288	0.04542
FBgn0050271	0.04237
FBgn0030940	0.08313
FBgn0051374	0.0288
FBgn0016976	0.03066
FBgn0261954	0.03448
FBgn0031023	0.05033
FBgn0034253	0.03192
FBgn0036677	0.05964
FBgn0027603	0.11362
FBgn0031208	0.11362
FBgn0052110	0.11175
FBgn0026620	0.0802
FBgn0035357	0.01601
FBgn0035316	0.06922
FBgn0039654	0.04489
FBgn0034975	0.03142
FBgn0028387	0.01985
FBgn0014340	0.03156
FBgn0026080	0.00752
FBgn0030191	0.13051
FBgn0034403	0.03958
FBgn0033062	0.02882
FBgn0032051	0.04986
FBgn0035286	0.02573
FBgn0039229	0.03354
FBgn0035338	0.04044
FBgn0030301	0.08887
FBgn0036868	0.09269
FBgn0010282	0.00994
FBgn0037305	0.08989
FBgn0034722	0.01917
FBgn0051702	0.12846
FBgn0051703	0.12846
FBgn0040356	0.13026
FBgn0034528	0.04466
FBgn0039829	0.03754
FBgn0016120	0.03367
FBgn0034133	0.08272
FBgn0039743	0.03368
FBgn0051635	0.0502
FBgn0029941	0.03313
FBgn0031606	0.02363
FBgn0035294	0.01942
FBgn0029687	0.11851
FBgn0028379	0.11437
FBgn0002565	0.04236
FBgn0002563	0.05648
FBgn0002564	0.05571
FBgn0000639	0.09377
FBgn0036782	0.09466
FBgn0033367	0.05527
FBgn0261362	0.05222
FBgn0086697	0.10306
FBgn0025388	0.07464
FBgn0031390	0.02477
FBgn0029084	0.05804
FBgn0263258	0.02473
FBgn0039213	0.01268
FBgn0039339	0.0341
FBgn0036124	0.03777
FBgn0029704	0.0697
FBgn0031287	0.03071
FBgn0033379	0.01292
FBgn0262566	0.05758
FBgn0038097	0.05777
FBgn0030067	0.02721
FBgn0036035	0.0589
FBgn0035429	0.03269
FBgn0035594	0.12399
FBgn0038323	0.01502
FBgn0038183	0.05987
FBgn0034720	0.01948
FBgn0036376	0.02989
FBgn0046704	0.00752
FBgn0003016	0.02489
FBgn0031251	0.03369
FBgn0038977	0.02127
FBgn0036254	0.01976
FBgn0036206	0.04335
FBgn0000183	0.01403
FBgn0004117	0.0056
FBgn0035295	0.03966
FBgn0031545	0.0212
FBgn0031546	0.02017
FBgn0034745	0.02597
FBgn0013765	0.05706
FBgn0039164	0.09366
FBgn0052438	0.09132
FBgn0015391	0.03993
FBgn0040283	0.0129
FBgn0015615	0.00709
FBgn0034585	0.03508
FBgn0051064	0.01417
FBgn0034697	0.03372
FBgn0083960	0.04464
FBgn0030699	0.04248
FBgn0034037	0.03146
FBgn0029912	0.02844
FBgn0031549	0.05568
FBgn0036480	0.06661
FBgn0010397	0.02528
FBgn0002525	0.05067
FBgn0010926	0.04053
FBgn0261610	0.02146
FBgn0026326	0.0524
FBgn0034728	0.06879
FBgn0259173	0.02141
FBgn0000228	0.04144
FBgn0051638	0.01282
FBgn0086694	0.00779
FBgn0036614	0.03685
FBgn0259736	0.04033
FBgn0052137	0.01714
FBgn0034246	0.08445
FBgn0039016	0.02933
FBgn0038535	0.04499
FBgn0260003	0.01255
FBgn0033739	0.0131
FBgn0015926	0.03959
FBgn0037363	0.05094
FBgn0019960	0.04053
FBgn0038746	0.02902
FBgn0259794	0.03797
FBgn0024997	0.02997
FBgn0003410	0.00355
FBgn0039204	0.03726
FBgn0036514	0.04961
FBgn0013718	0.01173
FBgn0029667	0.01653
FBgn0026317	0.0539
FBgn0039379	0.02773
FBgn0030077	0.0264
FBgn0039188	0.04497
FBgn0061197	0.10278
FBgn0045842	0.10545
FBgn0034825	0.0732
FBgn0263048	0.0728
FBgn0001128	0.00344
FBgn0262582	0.04399
FBgn0024251	0.02887
FBgn0039731	0.06037
FBgn0036652	0.05092
FBgn0036365	0.03983
FBgn0032388	0.0263
FBgn0019886	0.02732
FBgn0015600	0.07228
FBgn0031496	0.04604
FBgn0031313	0.05941
FBgn0038909	0.08527
FBgn0038952	0.08515
FBgn0038258	0.08515
FBgn0003178	0.01932
FBgn0031462	0.03331
FBgn0263079	0.02617
FBgn0033834	0.07708
FBgn0034308	0.01711
FBgn0037025	0.12073
FBgn0036242	0.08495
FBgn0029501	0.08489
FBgn0025832	0.01989
FBgn0002887	0.03979
FBgn0263831	0.03308
FBgn0015553	0.04987
FBgn0032870	0.01656
FBgn0031723	0.07403
FBgn0031722	0.07126
FBgn0031724	0.07592
FBgn0033504	0.03788
FBgn0053208	0.02729
FBgn0262614	0.01641
FBgn0032363	0.02026
FBgn0053964	0.07505
FBgn0033240	0.06316
FBgn0038360	0.04336
FBgn0053111	0.04013
FBgn0037737	0.05169
FBgn0032499	0.05638
FBgn0035438	0.03593
FBgn0034415	0.03928
FBgn0030037	0.01861
FBgn0040298	0.04609
FBgn0011737	0.03009
FBgn0026323	0.04446
FBgn0046689	0.04521
FBgn0036896	0.01836
FBgn0030018	0.03301
FBgn0015402	0.02483
FBgn0003079	0.01854
FBgn0033773	0.08475
FBgn0010441	0.05189
FBgn0037327	0.037
FBgn0019990	0.03037
FBgn0261984	0.02588
FBgn0039083	0.09732
FBgn0038588	0.03549
FBgn0038816	0.02244
FBgn0028978	0.03134
FBgn0037218	0.04151
FBgn0015772	0.02399
FBgn0037491	0.02283
FBgn0050021	0.01589
FBgn0250785	0.01724
FBgn0261873	0.0093
FBgn0036099	0.03781
FBgn0027497	0.01598
FBgn0037098	0.04056
FBgn0029736	0.03077
FBgn0032706	0.03908
FBgn0039081	0.00941
FBgn0039061	0.0202
FBgn0024277	0.02546
FBgn0050456	0.03569
FBgn0034194	0.03569
FBgn0035802	0.03653
FBgn0033465	0.02331
FBgn0000422	0.02329
FBgn0050446	0.01184
FBgn0259977	0.0176
FBgn0005619	0.02075
FBgn0000153	0.02611
FBgn0036975	0.05506
FBgn0032287	0.04308
FBgn0029706	0.01635
FBgn0034276	0.03426
FBgn0031327	0.0391
FBgn0037090	0.0796
FBgn0032058	0.05921
FBgn0032057	0.02127
FBgn0001114	0.06576
FBgn0050095	0.03997
FBgn0003312	0.05209
FBgn0053503	0.07674
FBgn0050489	0.07674
FBgn0037817	0.0773
FBgn0038680	0.08254
FBgn0038681	0.08179
FBgn0034387	0.06132
FBgn0033753	0.01321
FBgn0033524	0.02343
FBgn0000449	0.04309
FBgn0003388	0.02222
FBgn0032259	0.01965
FBgn0027528	0.04321
FBgn0051357	0.026
FBgn0039277	0.03712
FBgn0052529	0.02883
FBgn0050389	0.02928
FBgn0003396	0.02593
FBgn0038108	0.03172
FBgn0037016	0.09384
FBgn0037707	0.03253
FBgn0024236	0.04056
FBgn0036461	0.0435
FBgn0002022	0.01981
FBgn0039714	0.03254
FBgn0029606	0.01873
FBgn0016977	0.03388
FBgn0027548	0.01661
FBgn0038788	0.05653
FBgn0024291	0.02486
FBgn0029783	0.03268
FBgn0051176	0.0206
FBgn0039227	0.02565
FBgn0033307	0.02721
FBgn0051122	0.01721
FBgn0083981	0.00813
FBgn0002576	0.03763
FBgn0003300	0.0145
FBgn0052043	0.02523
FBgn0036112	0.0784
FBgn0053207	0.02872
FBgn0036899	0.02377
FBgn0263144	0.02421
FBgn0037368	0.04893
FBgn0030049	0.06671
FBgn0039251	0.06711
FBgn0085423	0.05115
FBgn0264386	0.01523
FBgn0002917	0.00636
FBgn0263111	0.01166
FBgn0264255	0.00522
FBgn0085434	0.0088
FBgn0029702	0.04897
FBgn0016797	0.00793
FBgn0001085	0.00894
FBgn0027342	0.02669
FBgn0027343	0.02187
FBgn0003444	0.02751
FBgn0039266	0.07403
FBgn0033108	0.05084
FBgn0040367	0.0359
FBgn0024250	0.03054
FBgn0030491	0.0248
FBgn0034795	0.01848
FBgn0033971	0.01557
FBgn0264090	0.00646
FBgn0038829	0.00702
FBgn0037798	0.02257
FBgn0032223	0.0958
FBgn0003507	0.08695
FBgn0038391	0.07424
FBgn0003117	0.01999
FBgn0263097	0.06019
FBgn0050497	0.01395
FBgn0039078	0.02813
FBgn0011236	0.02462
FBgn0003068	0.03712
FBgn0036725	0.02704
FBgn0259234	0.02611
FBgn0036958	0.0215
FBgn0263392	0.0285
FBgn0260749	0.02366
FBgn0001150	0.01123
FBgn0034096	0.02729
FBgn0052062	0.04738
FBgn0264493	0.01199
FBgn0024288	0.01766
FBgn0005613	0.03063
FBgn0005612	0.06771
FBgn0029123	0.01413
FBgn0036411	0.01884
FBgn0042630	0.01224
FBgn0022764	0.02759
FBgn0051716	0.04758
FBgn0261548	0.03928
FBgn0036405	0.04655
FBgn0039544	0.03521
FBgn0010287	0.00903
FBgn0261793	0.04979
FBgn0003687	0.00927
FBgn0042696	0.04815
FBgn0026160	0.01782
FBgn0003612	0.01967
FBgn0031343	0.09698
FBgn0051158	0.02634
FBgn0028538	0.00745
FBgn0264560	0.01966
FBgn0086779	0.00394
FBgn0262735	0.00838
FBgn0035713	0.03168
FBgn0029955	0.01294
FBgn0014037	0.05058
FBgn0032348	0.01987
FBgn0053547	0.02965
FBgn0035238	0.04382
FBgn0037252	0.03493
FBgn0035477	0.01743
FBgn0050011	0.03292
FBgn0259211	0.01623
FBgn0041775	0.02264
FBgn0261986	0.01757
FBgn0015558	0.00394
FBgn0001297	0.0632
FBgn0035719	0.02823
FBgn0016641	0.02863
FBgn0264495	0.02605
FBgn0004795	0.02503
FBgn0010762	0.02273
FBgn0016054	0.03724
FBgn0025680	0.04336
FBgn0037443	0.01288
FBgn0035986	0.00622
FBgn0027503	0.04651
FBgn0039350	0.05911
FBgn0038676	0.04886
FBgn0023215	0.06148
FBgn0025639	0.01972
FBgn0014018	0.05969
FBgn0011274	0.06954
FBgn0039808	0.01391
FBgn0031952	0.02558
FBgn0053147	0.01138
FBgn0031005	0.01668
FBgn0020251	0.01336
FBgn0004595	0.01964
FBgn0259935	0.02181
FBgn0030505	0.02574
FBgn0027788	0.02338
FBgn0259938	0.02421
FBgn0264307	0.01896
FBgn0004882	0.03175
FBgn0014133	0.04382
FBgn0014343	0.01939
FBgn0015919	0.02566
FBgn0015904	0.02566
FBgn0264308	0.02754
FBgn0050089	0.03991
FBgn0028953	0.01036
FBgn0027581	0.02188
FBgn0029645	0.02104
FBgn0029643	0.02499
FBgn0039209	0.03197
FBgn0034030	0.02212
FBgn0039282	0.05091
FBgn0025866	0.02303
FBgn0012051	0.02327
FBgn0050460	0.05981
FBgn0034181	0.04217
FBgn0001083	0.02318
FBgn0030617	0.00922
FBgn0010114	0.02027
FBgn0032797	0.0201
FBgn0033497	0.19498
FBgn0031001	0.02882
FBgn0039217	0.05087
FBgn0032330	0.05418
FBgn0000524	0.01045
FBgn0052264	0.01152
FBgn0000662	0.01733
FBgn0011766	0.0443
FBgn0024371	0.03543
FBgn0011723	0.02414
FBgn0028789	0.01987
FBgn0035954	0.0199
FBgn0035956	0.0199
FBgn0261963	0.02073
FBgn0016660	0.02073
FBgn0021767	0.02569
FBgn0050361	0.01844
FBgn0264542	0.01565
FBgn0020880	0.03553
FBgn0003866	0.00894
FBgn0033021	0.03047
FBgn0035425	0.06447
FBgn0035143	0.06311
FBgn0039421	0.07386
FBgn0086361	0.02966
FBgn0032702	0.05695
FBgn0027515	0.03305
FBgn0022768	0.02578
FBgn0036781	0.04789
FBgn0030794	0.03434
FBgn0003310	0.04638
FBgn0262975	0.04653
FBgn0036534	0.04625
FBgn0033960	0.03105
FBgn0028991	0.01712
FBgn0003460	0.01749
FBgn0027364	0.01549
FBgn0025360	0.01219
FBgn0261811	0.0203
FBgn0037705	0.03292
FBgn0037944	0.03238
FBgn0052369	0.03717
FBgn0015803	0.02155
FBgn0261570	0.01527
FBgn0003969	0.00843
FBgn0004390	0.02778
FBgn0015269	0.00742
FBgn0001994	0.01991
FBgn0033166	0.06133
FBgn0038853	0.02502
FBgn0260233	0.05787
FBgn0030121	0.01986
FBgn0085447	0.00508
FBgn0033987	0.01167
FBgn0002945	0.02472
FBgn0040752	0.01369
FBgn0005427	0.0204
FBgn0000163	0.01388
FBgn0032587	0.02391
FBgn0035436	0.03142
FBgn0053542	0.05358
FBgn0030904	0.05292
FBgn0016076	0.03037
FBgn0036576	0.02861
FBgn0000028	0.00194
FBgn0004394	0.00991
FBgn0261588	0.00958
FBgn0038629	0.04319
FBgn0038632	0.01203
FBgn0037487	0.0351
FBgn0260386	0.02467
FBgn0035427	0.00553
FBgn0052036	0.01392
FBgn0040601	0.04004
FBgn0038422	0.02784
FBgn0034301	0.05407
FBgn0037488	0.04623
FBgn0040358	0.02923
FBgn0259789	0.02195
FBgn0085411	0.02611
FBgn0030992	0.0184
FBgn0030993	0.0184
FBgn0260657	0.00687
FBgn0037986	0.06887
FBgn0250821	0.06963
FBgn0034936	0.01387
FBgn0039346	0.12923
FBgn0000008	0.0312
FBgn0085449	0.01215
FBgn0036986	0.02551
FBgn0039420	0.0153
FBgn0029568	0.0658
FBgn0003984	0.06771
FBgn0262167	0.08372
FBgn0038945	0
FBgn0000166	0.04232
FBgn0011746	0.10167
FBgn0039398	0.08129
FBgn0050044	0.0217
FBgn0033998	0.02188
FBgn0035041	0.07637
FBgn0040089	0.01572
FBgn0000022	0.00806
FBgn0002561	0.02259
FBgn0000137	0.02357
FBgn0034985	0.04012
FBgn0264490	0.05878
FBgn0039395	0.08077
FBgn0261526	0.03983
FBgn0039831	0.02923
FBgn0036310	0.09853
FBgn0036373	0.04681
FBgn0014466	0.06167
FBgn0085408	0.05397
FBgn0038815	0.01479
FBgn0001983	0.01539
FBgn0001981	0.01229
FBgn0003448	0.01445
FBgn0004880	0.01468
FBgn0035481	0.01925
FBgn0035144	0.01535
FBgn0037099	0.05978
FBgn0039411	0.01932
FBgn0010113	0.0314
FBgn0014135	0.06384
FBgn0263416	0.03933
FBgn0032817	0.03861
FBgn0038769	0.03441
FBgn0259742	0.03863
FBgn0028974	0.06586
FBgn0035998	0.07621
FBgn0262730	0.0193
FBgn0039380	0.00438
FBgn0083228	0.00538
FBgn0030897	0.00553
FBgn0036926	0
FBgn0013303	0.0014
FBgn0085369	0.01252
FBgn0039026	0.03446
FBgn0033029	0.02892
FBgn0011656	0.04054
FBgn0032515	0.04076
FBgn0259927	0.00981
FBgn0028743	0.03279
FBgn0020278	0.03875
FBgn0000964	0.0217
FBgn0034534	0.01654
FBgn0038721	0.03211
FBgn0030349	0.04542
FBgn0036235	0.01646
FBgn0000152	0.0266
FBgn0028879	0.02276
FBgn0036923	0.11402
FBgn0052677	0.02226
FBgn0026313	0.01438
FBgn0001180	0.01806
FBgn0032305	0.03699
FBgn0030600	0.02047
FBgn0035816	0.02779
FBgn0030033	0.09046
FBgn0261844	0.01751
FBgn0030469	0.02449
FBgn0030417	0.0165
FBgn0263855	0.05859
FBgn0031696	0.03644
FBgn0085403	0.01842
FBgn0261802	0.0561
FBgn0261617	0.02073
FBgn0259212	0.01659
FBgn0011785	0.02775
FBgn0002044	0.02024
FBgn0031420	0.04474
FBgn0022959	0.02369
FBgn0263929	0.03595
FBgn0042083	0.01784
FBgn0000541	0.02556
FBgn0027492	0.00555
FBgn0042693	0.02627
FBgn0262483	0.01547
FBgn0015949	0.02138
FBgn0005677	0.01253
FBgn0051528	0.09902
FBgn0031057	0.01787
FBgn0036735	0.04839
FBgn0050127	0.02948
FBgn0010877	0.04753
FBgn0004101	0.02324
FBgn0000810	0.05382
FBgn0031740	0.03583
FBgn0035385	0.02582
FBgn0035331	0.02233
FBgn0264002	0.02244
FBgn0033579	0.02641
FBgn0053639	0.03227
FBgn0024889	0.0312
FBgn0011823	0.06533
FBgn0027338	0.0621
FBgn0029713	0.02066
FBgn0003002	0.0102
FBgn0033782	0.03436
FBgn0039039	0.0337
FBgn0035997	0.01779
FBgn0040305	0.02953
FBgn0022935	0.03246
FBgn0035690	0.03241
FBgn0022699	0.03238
FBgn0030659	0.04475
