Ensembl.Gene.ID	omega0
ENSMUSG00000022960	0.09472
ENSMUSG00000030790	0.07864
ENSMUSG00000039176	0.05285
ENSMUSG00000022974	0.08939
ENSMUSG00000035125	0.08619
ENSMUSG00000006476	0.05028
ENSMUSG00000040548	0.06014
ENSMUSG00000041396	0.10401
ENSMUSG00000015806	0.10133
ENSMUSG00000063457	0.01594
ENSMUSG00000041236	0.0337
ENSMUSG00000031562	0.03891
ENSMUSG00000056131	0.07334
ENSMUSG00000019837	0.0857
ENSMUSG00000028224	0.12899
ENSMUSG00000037331	0.02948
ENSMUSG00000040829	0.07796
ENSMUSG00000015488	0.05568
ENSMUSG00000044551	0.16839
ENSMUSG00000031545	0.04123
ENSMUSG00000029314	0.06595
ENSMUSG00000025871	0.13138
ENSMUSG00000026182	0.13425
ENSMUSG00000047617	0.14114
ENSMUSG00000059842	0.04346
ENSMUSG00000037259	0.15102
ENSMUSG00000044066	0.18729
ENSMUSG00000026927	0.13737
ENSMUSG00000058076	0.12075
ENSMUSG00000033382	0.04886
ENSMUSG00000020290	0.00916
ENSMUSG00000020128	0.06488
ENSMUSG00000036027	0.13888
ENSMUSG00000001517	0.10575
ENSMUSG00000001445	0.13544
ENSMUSG00000074680	0.0324
ENSMUSG00000066772	0.17437
ENSMUSG00000074366	0.17437
ENSMUSG00000041583	0.17437
ENSMUSG00000015597	0.13049
ENSMUSG00000030316	0.08434
ENSMUSG00000021508	0.05512
ENSMUSG00000042757	0.10728
ENSMUSG00000025204	0.09203
ENSMUSG00000033963	0.06016
ENSMUSG00000035367	0.11719
ENSMUSG00000075359	0.11719
ENSMUSG00000038696	0.02443
ENSMUSG00000029097	0.08337
ENSMUSG00000010110	0.03797
ENSMUSG00000059625	0.11589
ENSMUSG00000021266	0.05128
ENSMUSG00000038994	0.16959
ENSMUSG00000002342	0.07067
ENSMUSG00000027108	0.04299
ENSMUSG00000039676	0.06148
ENSMUSG00000030663	0.05099
ENSMUSG00000044350	0.11196
ENSMUSG00000063651	0.08158
ENSMUSG00000029322	0.08482
ENSMUSG00000030983	0.09508
ENSMUSG00000005779	0.03908
ENSMUSG00000039917	0.0639
ENSMUSG00000020413	0.12578
ENSMUSG00000076430	0.12423
ENSMUSG00000036427	0.04913
ENSMUSG00000016181	0.07857
ENSMUSG00000048772	0.08023
ENSMUSG00000036199	0.05794
ENSMUSG00000038400	0.03439
ENSMUSG00000024544	0.034
ENSMUSG00000039347	0.05272
ENSMUSG00000015575	0.05272
ENSMUSG00000027582	0.06178
ENSMUSG00000039783	0.08733
ENSMUSG00000028451	0.39198
ENSMUSG00000092586	0.14221
ENSMUSG00000007044	0.14221
ENSMUSG00000028246	0.05232
ENSMUSG00000024556	0.05692
ENSMUSG00000020737	0.07981
ENSMUSG00000073542	0.05667
ENSMUSG00000043681	0.10634
ENSMUSG00000058099	0.11607
ENSMUSG00000060491	0.16742
ENSMUSG00000032803	0.06586
ENSMUSG00000026411	0.02333
ENSMUSG00000031021	0.02597
ENSMUSG00000072770	0.10099
ENSMUSG00000051777	0.09808
ENSMUSG00000021794	0.02869
ENSMUSG00000033159	0.0642
ENSMUSG00000041765	0.09338
ENSMUSG00000028622	0.13584
ENSMUSG00000038429	0.0277
ENSMUSG00000025746	0.26264
ENSMUSG00000024800	0.08068
ENSMUSG00000020077	0.26739
ENSMUSG00000042694	0.15043
ENSMUSG00000028755	0.06973
ENSMUSG00000028642	0.14807
ENSMUSG00000024271	0.10681
ENSMUSG00000031505	0.09183
ENSMUSG00000074457	0.03461
ENSMUSG00000021619	0.12222
ENSMUSG00000031750	0.10127
ENSMUSG00000030649	0.02157
ENSMUSG00000074780	0.02157
ENSMUSG00000028441	0.12904
ENSMUSG00000040396	0.02824
ENSMUSG00000047368	0.01266
ENSMUSG00000038459	0.01703
ENSMUSG00000003346	0.01703
ENSMUSG00000028133	0.10469
ENSMUSG00000051329	0.09397
ENSMUSG00000037210	0.06599
ENSMUSG00000021495	0.04502
ENSMUSG00000040236	0.01449
ENSMUSG00000034432	0.04368
ENSMUSG00000075000	0.0855
ENSMUSG00000034674	0.04181
ENSMUSG00000038503	0.02902
ENSMUSG00000029469	0.07073
ENSMUSG00000025497	0.09516
ENSMUSG00000038462	0.07092
ENSMUSG00000073633	0.1481
ENSMUSG00000030323	0.04893
ENSMUSG00000010136	0.09735
ENSMUSG00000064127	0.03903
ENSMUSG00000024391	0.13827
ENSMUSG00000042198	0.14494
ENSMUSG00000036281	0.09542
ENSMUSG00000017861	0.03941
ENSMUSG00000025912	0.06411
ENSMUSG00000019982	0.06774
ENSMUSG00000038888	0.02359
ENSMUSG00000039653	0.15259
ENSMUSG00000060317	0.15296
ENSMUSG00000070985	0.15296
ENSMUSG00000043487	0.10793
ENSMUSG00000021228	0.11412
ENSMUSG00000042540	0.11497
ENSMUSG00000021226	0.11529
ENSMUSG00000072949	0.11529
ENSMUSG00000039217	0.13161
ENSMUSG00000041629	0.12007
ENSMUSG00000032370	0.05963
ENSMUSG00000047940	0.12731
ENSMUSG00000026939	0.12005
ENSMUSG00000022668	0.11162
ENSMUSG00000026649	0.10307
ENSMUSG00000013701	0.05037
ENSMUSG00000069622	0.05037
ENSMUSG00000038542	0.03424
ENSMUSG00000026361	0.02232
ENSMUSG00000034163	0.05825
ENSMUSG00000023000	0.01136
ENSMUSG00000006538	0.03162
ENSMUSG00000002633	0.03162
ENSMUSG00000045039	0.02559
ENSMUSG00000027312	0.04352
ENSMUSG00000054843	0.05597
ENSMUSG00000023939	0.0289
ENSMUSG00000028030	0.05196
ENSMUSG00000050926	0.07574
ENSMUSG00000045284	0.07463
ENSMUSG00000095105	0.0533
ENSMUSG00000051934	0.06846
ENSMUSG00000023110	0.0317
ENSMUSG00000027425	0.03069
ENSMUSG00000024668	0.06252
ENSMUSG00000036398	0.03803
ENSMUSG00000027611	0.12872
ENSMUSG00000026347	0.04302
ENSMUSG00000048905	0.25957
ENSMUSG00000025010	0.04549
ENSMUSG00000044707	0.08207
ENSMUSG00000025466	0.08044
ENSMUSG00000034932	0.07365
ENSMUSG00000024247	0.06733
ENSMUSG00000028756	0.06856
ENSMUSG00000043122	0.18595
ENSMUSG00000040658	0.06971
ENSMUSG00000026174	0.00475
ENSMUSG00000037710	0.07161
ENSMUSG00000028165	0.03764
ENSMUSG00000045980	0.04632
ENSMUSG00000044988	0.08922
ENSMUSG00000052748	0.13028
ENSMUSG00000075702	0.06217
ENSMUSG00000034951	0.06048
ENSMUSG00000038683	0.08838
ENSMUSG00000021086	0.1692
ENSMUSG00000057963	0.03862
ENSMUSG00000039285	0.09917
ENSMUSG00000020166	0.04791
ENSMUSG00000032551	0.06729
ENSMUSG00000060798	0.10934
ENSMUSG00000026317	0.08106
ENSMUSG00000029554	0.07699
ENSMUSG00000078974	0.0175
ENSMUSG00000026567	0.13962
ENSMUSG00000047044	0.12034
ENSMUSG00000054302	0.05822
ENSMUSG00000022403	0.08906
ENSMUSG00000018428	0.08533
ENSMUSG00000021680	0.10665
ENSMUSG00000062510	0.17917
ENSMUSG00000041084	0.05312
ENSMUSG00000002274	0.06977
ENSMUSG00000026335	0.10405
ENSMUSG00000038497	0.06
ENSMUSG00000033434	0.09136
ENSMUSG00000045725	0.07397
ENSMUSG00000010057	0.02457
ENSMUSG00000022471	0.10059
ENSMUSG00000000088	0.0312
ENSMUSG00000046573	0.12876
ENSMUSG00000044206	0.14913
ENSMUSG00000029763	0.02407
ENSMUSG00000030037	0.08959
ENSMUSG00000021731	0.11258
ENSMUSG00000027167	0.11028
ENSMUSG00000021975	0.02625
ENSMUSG00000040712	0.04054
ENSMUSG00000014592	0.03587
ENSMUSG00000026005	0.02971
ENSMUSG00000091625	0.0164
ENSMUSG00000090457	0.09768
ENSMUSG00000003437	0.01038
ENSMUSG00000038344	0.03706
ENSMUSG00000024534	0.08068
ENSMUSG00000022682	0.09272
ENSMUSG00000037260	0.09762
ENSMUSG00000042705	0.09486
ENSMUSG00000044249	0.15739
ENSMUSG00000029647	0.031
ENSMUSG00000013150	0.03326
ENSMUSG00000051335	0.01264
ENSMUSG00000029070	0.07299
ENSMUSG00000048782	0.04059
ENSMUSG00000022370	0.06781
ENSMUSG00000022194	0.04543
ENSMUSG00000069867	0.09138
ENSMUSG00000064351	0.01016
ENSMUSG00000018287	0.02974
ENSMUSG00000028608	0.06074
ENSMUSG00000078577	0.15727
ENSMUSG00000046947	0.07391
ENSMUSG00000075572	0.10474
ENSMUSG00000038637	0.12455
ENSMUSG00000074811	0.11411
ENSMUSG00000026171	0.0793
ENSMUSG00000050058	0.07359
ENSMUSG00000034686	0.0148
ENSMUSG00000019988	0.10018
ENSMUSG00000000876	0.06872
ENSMUSG00000058486	0.03891
ENSMUSG00000024925	0.10806
ENSMUSG00000015880	0.11458
ENSMUSG00000036109	0.10072
ENSMUSG00000024082	0.08103
ENSMUSG00000060268	0.10738
ENSMUSG00000027357	0.06966
ENSMUSG00000070529	0
ENSMUSG00000037686	0.10924
ENSMUSG00000022780	0.11481
ENSMUSG00000032554	0.11989
ENSMUSG00000090639	0.11989
ENSMUSG00000033688	0.11862
ENSMUSG00000032496	0.11906
ENSMUSG00000031669	0.05557
ENSMUSG00000052293	0.04957
ENSMUSG00000047242	0.04876
ENSMUSG00000028261	0.13629
ENSMUSG00000050931	0.03536
ENSMUSG00000040451	0.05454
ENSMUSG00000021770	0.03588
ENSMUSG00000020328	0.05041
ENSMUSG00000048399	0.13034
ENSMUSG00000037991	0.06733
ENSMUSG00000041733	0.05871
ENSMUSG00000055296	0.05539
ENSMUSG00000028164	0.10649
ENSMUSG00000010911	0.05382
ENSMUSG00000073991	0.13496
ENSMUSG00000036285	0.11115
ENSMUSG00000050808	0.1295
ENSMUSG00000025609	0.01517
ENSMUSG00000025645	0.08595
ENSMUSG00000025937	0.08138
ENSMUSG00000026827	0.05293
ENSMUSG00000024155	0.12789
ENSMUSG00000028545	0.02748
ENSMUSG00000041740	0.06028
ENSMUSG00000028330	0.03341
ENSMUSG00000020840	0.07521
ENSMUSG00000028861	0.15678
ENSMUSG00000003559	0.13735
ENSMUSG00000023274	0.17957
ENSMUSG00000052276	0.10616
ENSMUSG00000025534	0.06147
ENSMUSG00000030034	0.02707
ENSMUSG00000039781	0.07493
ENSMUSG00000039195	0.05763
ENSMUSG00000064302	0.0351
ENSMUSG00000033392	0.03815
ENSMUSG00000015971	0.03213
ENSMUSG00000027080	0.01899
ENSMUSG00000026664	0.09617
ENSMUSG00000070576	0.06258
ENSMUSG00000005883	0.10984
ENSMUSG00000020636	0.12708
ENSMUSG00000040586	0.16661
ENSMUSG00000066964	0.13999
ENSMUSG00000022195	0.0634
ENSMUSG00000025487	0.03044
ENSMUSG00000006050	0.0687
ENSMUSG00000074656	0.03427
ENSMUSG00000052825	0.03427
ENSMUSG00000044566	0.25694
ENSMUSG00000040370	0.06828
ENSMUSG00000003190	0.07217
ENSMUSG00000056167	0.03501
ENSMUSG00000021189	0.07391
ENSMUSG00000040374	0.08897
ENSMUSG00000022814	0.08928
ENSMUSG00000009207	0.08116
ENSMUSG00000054763	0.12899
ENSMUSG00000073755	0.06542
ENSMUSG00000027374	0.10345
ENSMUSG00000063157	0.14779
ENSMUSG00000058706	0.06925
ENSMUSG00000031157	0.02787
ENSMUSG00000043664	0.09781
ENSMUSG00000027513	0.05355
ENSMUSG00000040618	0.03814
ENSMUSG00000026107	0.03956
ENSMUSG00000025374	0.0207
ENSMUSG00000030659	0.04316
ENSMUSG00000030824	0.02253
ENSMUSG00000031987	0.05282
ENSMUSG00000084786	0.04534
ENSMUSG00000093844	0.04534
ENSMUSG00000023905	0.0829
ENSMUSG00000021982	0.07037
ENSMUSG00000000563	0.10464
ENSMUSG00000001305	0.08174
ENSMUSG00000019802	0.03793
ENSMUSG00000039968	0.05056
ENSMUSG00000044098	0.02942
ENSMUSG00000040888	0.04614
ENSMUSG00000036864	0.17904
ENSMUSG00000029752	0.06732
ENSMUSG00000009210	0.09223
ENSMUSG00000031887	0.08422
ENSMUSG00000037905	0.0708
ENSMUSG00000063698	0.17857
ENSMUSG00000021474	0.038
ENSMUSG00000025212	0.05137
ENSMUSG00000025036	0.05019
ENSMUSG00000037572	0.08275
ENSMUSG00000019718	0.08727
ENSMUSG00000037940	0.08672
ENSMUSG00000001964	0.08119
ENSMUSG00000024683	0.07691
ENSMUSG00000032375	0.08136
ENSMUSG00000053040	0.08136
ENSMUSG00000015750	0.04113
ENSMUSG00000043207	0.03077
ENSMUSG00000092558	0.03356
ENSMUSG00000036376	0.04305
ENSMUSG00000055809	0.09962
ENSMUSG00000068117	0.14834
ENSMUSG00000050310	0.04372
ENSMUSG00000058499	0.26099
ENSMUSG00000029865	0.26425
ENSMUSG00000014104	0.26298
ENSMUSG00000031077	0.14495
ENSMUSG00000007458	0.09167
ENSMUSG00000020514	0.06917
ENSMUSG00000040359	0.08859
ENSMUSG00000059355	0.00871
ENSMUSG00000030869	0.06756
ENSMUSG00000024442	0.12738
ENSMUSG00000033579	0.07907
ENSMUSG00000020658	0.04122
ENSMUSG00000015002	0.04122
ENSMUSG00000018920	0.17152
ENSMUSG00000030515	0.0534
ENSMUSG00000022241	0.05348
ENSMUSG00000028107	0.07983
ENSMUSG00000056043	0.05381
ENSMUSG00000055945	0.06426
ENSMUSG00000071037	0.08837
ENSMUSG00000032671	0.05917
ENSMUSG00000043015	0.15919
ENSMUSG00000022837	0.18016
ENSMUSG00000023020	0.05288
ENSMUSG00000013160	0.00459
ENSMUSG00000028238	0.07253
ENSMUSG00000021023	0.11968
ENSMUSG00000024382	0.01635
ENSMUSG00000020686	0.11736
ENSMUSG00000034201	0.0609
ENSMUSG00000038776	0.08619
ENSMUSG00000021177	0.06597
ENSMUSG00000026344	0.02561
ENSMUSG00000054520	0.07694
ENSMUSG00000074238	0.05839
ENSMUSG00000005233	0.15665
ENSMUSG00000029790	0.06768
ENSMUSG00000040018	0.05735
ENSMUSG00000037773	0.07732
ENSMUSG00000044250	0.07629
ENSMUSG00000023942	0.06946
ENSMUSG00000024891	0.06599
ENSMUSG00000020100	0.09885
ENSMUSG00000027514	0.14892
ENSMUSG00000071104	0.17688
ENSMUSG00000021185	0.15708
ENSMUSG00000079144	0.14178
ENSMUSG00000051246	0.04857
ENSMUSG00000033703	0.08408
ENSMUSG00000022768	0.13964
ENSMUSG00000024146	0.01642
ENSMUSG00000059562	0.12957
ENSMUSG00000005813	0.03195
ENSMUSG00000041921	0.07751
ENSMUSG00000031487	0.08679
ENSMUSG00000020409	0.03355
ENSMUSG00000031937	0.09963
ENSMUSG00000038132	0.01533
ENSMUSG00000027510	0.03649
ENSMUSG00000052337	0.0849
ENSMUSG00000043787	0.2356
ENSMUSG00000021103	0.05616
ENSMUSG00000046516	0.03035
ENSMUSG00000095464	0.03035
ENSMUSG00000033009	0.0781
ENSMUSG00000030421	0.08993
ENSMUSG00000030942	0.06677
ENSMUSG00000009535	0.0819
ENSMUSG00000014198	0.05414
ENSMUSG00000017715	0.05163
ENSMUSG00000033475	0.06174
ENSMUSG00000034006	0.05934
ENSMUSG00000064105	0.02507
ENSMUSG00000001420	0.0714
ENSMUSG00000060657	0.07182
ENSMUSG00000038583	0.06074
ENSMUSG00000046717	0.12881
ENSMUSG00000023147	0.05331
ENSMUSG00000028443	0.1045
ENSMUSG00000035759	0.17796
ENSMUSG00000035834	0.0798
ENSMUSG00000028104	0.03239
ENSMUSG00000028668	0.15047
ENSMUSG00000022864	0.10187
ENSMUSG00000021555	0.02172
ENSMUSG00000020628	0.05818
ENSMUSG00000044243	0.0539
ENSMUSG00000061762	0.13023
ENSMUSG00000078517	0.05466
ENSMUSG00000010045	0.03564
ENSMUSG00000034786	0.0526
ENSMUSG00000029306	0.10204
ENSMUSG00000052794	0.17092
ENSMUSG00000034560	0.03713
ENSMUSG00000039958	0.09714
ENSMUSG00000051769	0.02835
ENSMUSG00000018211	0.0398
ENSMUSG00000036833	0.05245
ENSMUSG00000004565	0.0222
ENSMUSG00000006021	0.04522
ENSMUSG00000039901	0.01875
ENSMUSG00000066755	0.16056
ENSMUSG00000022803	0.09389
ENSMUSG00000037152	0.22062
ENSMUSG00000041774	0.06487
ENSMUSG00000039887	0.08828
ENSMUSG00000073725	0.05009
ENSMUSG00000012429	0.15247
ENSMUSG00000094649	0.15247
ENSMUSG00000020078	0.01467
ENSMUSG00000022744	0.07318
ENSMUSG00000059891	0.03651
ENSMUSG00000071653	0.02725
ENSMUSG00000038580	0.05352
ENSMUSG00000072640	0.06922
ENSMUSG00000020430	0.04855
ENSMUSG00000040767	0.03954
ENSMUSG00000003812	0.07311
ENSMUSG00000028185	0.09727
ENSMUSG00000027642	0.07719
ENSMUSG00000022353	0.02745
ENSMUSG00000033763	0.02125
ENSMUSG00000052428	0.01027
ENSMUSG00000022336	0.01661
ENSMUSG00000022574	0.07955
ENSMUSG00000016554	0.01104
ENSMUSG00000035944	0.1139
ENSMUSG00000032300	0.11851
ENSMUSG00000031982	0.0572
ENSMUSG00000032057	0.09375
ENSMUSG00000090247	0.01677
ENSMUSG00000038828	0.10219
ENSMUSG00000035268	0.08351
ENSMUSG00000024353	0.10348
ENSMUSG00000028329	0.06889
ENSMUSG00000071506	0.16175
ENSMUSG00000028617	0.06896
ENSMUSG00000047656	0.0938
ENSMUSG00000036504	0.05908
ENSMUSG00000057914	0.02865
ENSMUSG00000020882	0.02865
ENSMUSG00000068184	0.13883
ENSMUSG00000026418	0.02655
ENSMUSG00000036845	0.05147
ENSMUSG00000021271	0.15174
ENSMUSG00000032067	0.09798
ENSMUSG00000063145	0.03212
ENSMUSG00000027706	0.0249
ENSMUSG00000030674	0.06201
ENSMUSG00000020534	0.04274
ENSMUSG00000025403	0.04202
ENSMUSG00000044408	0.03611
ENSMUSG00000043461	0.08916
ENSMUSG00000044375	0.20302
ENSMUSG00000026526	0.02936
ENSMUSG00000045989	0.12151
ENSMUSG00000019814	0.06454
ENSMUSG00000024604	0.02592
ENSMUSG00000040250	0.02588
ENSMUSG00000029911	0.03756
ENSMUSG00000028099	0.0457
ENSMUSG00000048878	0.02938
ENSMUSG00000043372	0.07772
ENSMUSG00000000131	0.03098
ENSMUSG00000024502	0.03082
ENSMUSG00000038932	0.07167
ENSMUSG00000024885	0.11189
ENSMUSG00000075296	0.11158
ENSMUSG00000040720	0.05344
ENSMUSG00000037531	0.09197
ENSMUSG00000021497	0.06839
ENSMUSG00000078932	0.22849
ENSMUSG00000071470	0.04348
ENSMUSG00000045210	0.04672
ENSMUSG00000046490	0.04075
ENSMUSG00000060188	0.23791
ENSMUSG00000026986	0.17868
ENSMUSG00000004446	0.18501
ENSMUSG00000072473	0.10667
ENSMUSG00000053453	0.02399
ENSMUSG00000045555	0.07111
ENSMUSG00000022507	0.06867
ENSMUSG00000035606	0.08349
ENSMUSG00000036733	0.02138
ENSMUSG00000037971	0.11911
ENSMUSG00000002343	0.096
ENSMUSG00000018999	0.05043
ENSMUSG00000028648	0.10793
ENSMUSG00000045211	0.09781
ENSMUSG00000078427	0.03325
ENSMUSG00000051255	0.03325
ENSMUSG00000038658	0.05671
ENSMUSG00000045854	0.09207
ENSMUSG00000040820	0.11164
ENSMUSG00000047539	0.03821
ENSMUSG00000029875	0.06659
ENSMUSG00000052819	0.03524
ENSMUSG00000037418	0.06622
ENSMUSG00000020169	0.0429
ENSMUSG00000078771	0.2136
ENSMUSG00000026227	0.10463
ENSMUSG00000042707	0.02963
ENSMUSG00000042323	0.0238
ENSMUSG00000024446	0.06051
ENSMUSG00000031059	0.13182
ENSMUSG00000061633	0.12095
ENSMUSG00000022805	0.10316
ENSMUSG00000026226	0.15589
ENSMUSG00000032468	0.02317
ENSMUSG00000036672	0.1339
ENSMUSG00000046637	0.14274
ENSMUSG00000059734	0.01821
ENSMUSG00000074634	0.11115
ENSMUSG00000094114	0.11115
ENSMUSG00000042918	0.11725
ENSMUSG00000039128	0.04501
ENSMUSG00000028139	0.1532
ENSMUSG00000027076	0.01057
ENSMUSG00000034586	0.02915
ENSMUSG00000078584	0.10169
ENSMUSG00000053916	0.11382
ENSMUSG00000043346	0.11382
ENSMUSG00000020079	0.05078
ENSMUSG00000038543	0.17642
ENSMUSG00000023019	0.04594
ENSMUSG00000050627	0.06059
ENSMUSG00000029446	0.05475
ENSMUSG00000027811	0.09214
ENSMUSG00000035179	0.13312
ENSMUSG00000024150	0.05226
ENSMUSG00000006930	0.15613
ENSMUSG00000032536	0.03145
ENSMUSG00000026028	0.08285
ENSMUSG00000041471	0.19481
ENSMUSG00000028373	0.02311
ENSMUSG00000026587	0.02311
ENSMUSG00000030788	0.05417
ENSMUSG00000021963	0.02096
ENSMUSG00000061104	0.02096
ENSMUSG00000024902	0.06339
ENSMUSG00000050440	0.10731
ENSMUSG00000056978	0.10731
ENSMUSG00000033697	0.02745
ENSMUSG00000026209	0.04833
ENSMUSG00000013523	0.17557
ENSMUSG00000001891	0.03094
ENSMUSG00000051984	0.12396
ENSMUSG00000035325	0.06146
ENSMUSG00000033439	0.08766
ENSMUSG00000018509	0.05816
ENSMUSG00000022774	0.06427
ENSMUSG00000078442	0.11279
ENSMUSG00000029452	0.1393
ENSMUSG00000040298	0.14426
ENSMUSG00000003541	0.08425
ENSMUSG00000048668	0.14312
ENSMUSG00000023068	0.12465
ENSMUSG00000090685	0.09077
ENSMUSG00000020383	0.13081
ENSMUSG00000045625	0.08291
ENSMUSG00000036731	0.09342
ENSMUSG00000020956	0.10252
ENSMUSG00000057572	0.06197
ENSMUSG00000031546	0.06479
ENSMUSG00000030720	0.06043
ENSMUSG00000023846	0.05881
ENSMUSG00000071073	0.03917
ENSMUSG00000051455	0.13316
ENSMUSG00000029831	0.26301
ENSMUSG00000078521	0.20264
ENSMUSG00000024855	0.02035
ENSMUSG00000021143	0.05871
ENSMUSG00000030315	0.0365
ENSMUSG00000031872	0.07665
ENSMUSG00000000594	0.13953
ENSMUSG00000033793	0.01752
ENSMUSG00000036099	0.09432
ENSMUSG00000092417	0.0939
ENSMUSG00000073077	0.19197
ENSMUSG00000028188	0.14747
ENSMUSG00000003604	0.10378
ENSMUSG00000021003	0.08474
ENSMUSG00000022369	0.1221
ENSMUSG00000005681	0.18492
ENSMUSG00000037910	0.01903
ENSMUSG00000044772	0.16005
ENSMUSG00000022174	0.01621
ENSMUSG00000038002	0.04788
ENSMUSG00000033405	0.06945
ENSMUSG00000037603	0.06945
ENSMUSG00000028398	0.06602
ENSMUSG00000028744	0.07185
ENSMUSG00000027424	0.09188
ENSMUSG00000050002	0.10091
ENSMUSG00000054659	0.08551
ENSMUSG00000026430	0.0518
ENSMUSG00000010067	0.04936
ENSMUSG00000025795	0.06629
ENSMUSG00000027855	0.13039
ENSMUSG00000040263	0.06672
ENSMUSG00000046957	0.2385
ENSMUSG00000029591	0.06368
ENSMUSG00000034245	0.05041
ENSMUSG00000001105	0.03765
ENSMUSG00000002032	0.07071
ENSMUSG00000063019	0.0861
ENSMUSG00000025869	0.0649
ENSMUSG00000025410	0.04007
ENSMUSG00000029246	0.04208
ENSMUSG00000001376	0.02733
ENSMUSG00000040112	0.08969
ENSMUSG00000036551	0.19818
ENSMUSG00000022657	0.18849
ENSMUSG00000008200	0.04403
ENSMUSG00000028433	0.07264
ENSMUSG00000028690	0.08759
ENSMUSG00000020630	0.07736
ENSMUSG00000067367	0.08715
ENSMUSG00000055681	0.04041
ENSMUSG00000028159	0.04694
ENSMUSG00000042719	0.06397
ENSMUSG00000031971	0.08286
ENSMUSG00000034620	0.1016
ENSMUSG00000038268	0.0838
ENSMUSG00000032921	0.16052
ENSMUSG00000042747	0.03377
ENSMUSG00000027720	0.16679
ENSMUSG00000015659	0.07123
ENSMUSG00000053317	0.04592
ENSMUSG00000092116	0.04592
ENSMUSG00000001707	0.07866
ENSMUSG00000002210	0.02635
ENSMUSG00000032532	0.08698
ENSMUSG00000026585	0.0443
ENSMUSG00000067288	0.03558
ENSMUSG00000048647	0.12016
ENSMUSG00000034566	0.17019
ENSMUSG00000061992	0.17019
ENSMUSG00000068706	0.17019
ENSMUSG00000031986	0.07468
ENSMUSG00000026036	0.10742
ENSMUSG00000031917	0.0342
ENSMUSG00000020792	0.0316
ENSMUSG00000041147	0.1715
ENSMUSG00000078485	0.09289
ENSMUSG00000027597	0.03731
ENSMUSG00000048087	0.03731
ENSMUSG00000063568	0.02165
ENSMUSG00000040629	0.10888
ENSMUSG00000006154	0.06472
ENSMUSG00000025504	0.05564
ENSMUSG00000015766	0.07525
ENSMUSG00000040600	0.14829
ENSMUSG00000021911	0.0761
ENSMUSG00000031753	0.03571
ENSMUSG00000028459	0.13909
ENSMUSG00000021591	0.16481
ENSMUSG00000027309	0.11468
ENSMUSG00000053329	0.06278
ENSMUSG00000091537	0.09801
ENSMUSG00000043441	0.0885
ENSMUSG00000028936	0.01741
ENSMUSG00000039221	0.0372
ENSMUSG00000030082	0.00439
ENSMUSG00000025816	0.00471
ENSMUSG00000039158	0.17946
ENSMUSG00000050503	0.06673
ENSMUSG00000049858	0.07852
ENSMUSG00000050043	0.04033
ENSMUSG00000071035	0.04033
ENSMUSG00000030218	0.09694
